transfer_year,player_name,team_left,league_left,joined_team,joined_league,fee_in_pounds,transfermarkt_val,position,birth_year,transfer_age
2007,Craig Gordon,Heart of Midl.,Premiership,Sunderland,Premier League,9000000,1000000,Goalkeeper,1983,24
2007,Diego LÃ³pez,Real Madrid,LaLiga,Villarreal,LaLiga,6000000,2000000,Goalkeeper,1982,25
2007,Ã“scar Ustari,Independiente,Torneo Final,Getafe,LaLiga,5000000,5000000,Goalkeeper,1986,21
2007,Raphael SchÃ¤fer,1.FC Nuremberg,Bundesliga,VfB Stuttgart,Bundesliga,1000000,4000000,Goalkeeper,1979,28
2007,Charles Itandje,Lens,Ligue 1,Liverpool,Premier League,1000000,4000000,Goalkeeper,1983,24
2007,Lukasz Fabianski,Legia Warszawa,Ekstraklasa,Arsenal,Premier League,3000000,3000000,Goalkeeper,1985,22
2007,Tomasz Kuszczak,West Brom,Championship,Man Utd,Premier League,3000000,3000000,Goalkeeper,1982,25
2007,Ricardo,Sporting CP,Liga NOS,Real Betis,LaLiga,3000000,3000000,Goalkeeper,1976,31
2007,Tim Howard,Man Utd,Premier League,Everton,Premier League,3000000,2000000,Goalkeeper,1979,28
2007,Gorka Iraizoz,Espanyol,LaLiga,Athletic,LaLiga,3000000,1000000,Goalkeeper,1981,26
2007,Vedran Runje,Besiktas,SÃ¼per Lig,Lens,Ligue 1,900000,3000000,Goalkeeper,1976,31
2007,NicolÃ¡s Navarro,Argentinos Jrs.,Torneo Final,SSC Napoli,Serie A,3000000,1000000,Goalkeeper,1985,22
2007,Boy Waterman,Heerenveen,Eredivisie,AZ Alkmaar,Eredivisie,2000000,720000,Goalkeeper,1984,23
2007,Diego Alves,AtlÃ©tico-MG,SÃ©rie A,UD AlmerÃ­a,LaLiga,2000000,360000,Goalkeeper,1985,22
2007,Pepe,FC Porto,Liga NOS,Real Madrid,LaLiga,27000000,27000000,Defender,1983,24
2007,Gabriel Milito,Real Zaragoza,LaLiga,FC Barcelona,LaLiga,18000000,12000000,Defender,1980,27
2007,Cristian Chivu,AS Roma,Serie A,Inter,Serie A,14000000,13000000,Defender,1981,26
2007,Ã‰ric Abidal,Olympique Lyon,Ligue 1,FC Barcelona,LaLiga,13000000,12000000,Defender,1979,28
2007,Cicinho,Real Madrid,LaLiga,AS Roma,Serie A,9000000,13000000,Defender,1980,27
2007,Marcell Jansen,Bor. M'gladbach,2. Bundesliga,Bayern Munich ,Bundesliga,12000000,9000000,Defender,1986,21
2007,Vedran Corluka,Dinamo Zagreb,1.HNL,Man City,Premier League,11000000,3000000,Defender,1986,21
2007,Alan Hutton,Rangers,Premiership,Spurs,Premier League,11000000,7000000,Defender,1985,22
2007,Gabriel Heinze,Man Utd,Premier League,Real Madrid,LaLiga,10000000,11000000,Defender,1978,29
2007,Jorge Andrade,Dep. La CoruÃ±a,LaLiga,Juventus,Serie A,9000000,11000000,Defender,1978,29
2007,YounÃ¨s Kaboul,AJ Auxerre,Ligue 1,Spurs,Premier League,10000000,6000000,Defender,1986,21
2007,Breno,SÃ£o Paulo,SÃ©rie A,Bayern Munich ,Bundesliga,10000000,10000000,Defender,1990,17
2007,Branislav Ivanovic,Loko Moscow,Premier Liga,Chelsea,Premier League,10000000,10000000,Defender,1984,23
2007,Juan,Bay. Leverkusen,Bundesliga,AS Roma,Serie A,5000000,10000000,Defender,1979,28
2007,Jonathan Woodgate,Real Madrid,LaLiga,Middlesbrough,Premier League,8000000,9000000,Defender,1980,27
2007,Jonathan Woodgate,Middlesbrough,Premier League,Spurs,Premier League,9000000,6000000,Defender,1980,27
2007,Julien Faubert,G. Bordeaux,Ligue 1,West Ham,Premier League,8000000,9000000,Defender,1983,24
2007,Martin Skrtel,Zenit S-Pb,Premier Liga,Liverpool,Premier League,9000000,3000000,Defender,1985,22
2007,Alexis Ruano,Getafe,LaLiga,Valencia,LaLiga,5000000,9000000,Defender,1985,22
2007,Bacary Sagna,AJ Auxerre,Ligue 1,Arsenal,Premier League,8000000,5000000,Defender,1983,24
2007,Fabio Grosso,Inter,Serie A,Olympique Lyon,Ligue 1,7000000,7000000,Defender,1978,29
2007,JosÃ© Enrique,Villarreal,LaLiga,Newcastle,Premier League,7000000,720000,Defender,1986,21
2007,Anderson,FC Porto,Liga NOS,Man Utd,Premier League,28000000,22000000,Midfielder,1988,19
2007,Wesley Sneijder,Ajax,Eredivisie,Real Madrid,LaLiga,24000000,14000000,Midfielder,1984,23
2007,Owen Hargreaves,Bayern Munich ,Bundesliga,Man Utd,Premier League,22000000,22000000,Midfielder,1981,26
2007,Javier Mascherano,West Ham,Premier League,Liverpool,Premier League,20000000,-1,Midfielder,1984,23
2007,Manuel Fernandes,Benfica,Liga NOS,Valencia,LaLiga,16000000,7000000,Midfielder,1986,21
2007,Ã‰ver Banega,Boca Juniors,Torneo Final,Valencia,LaLiga,16000000,13000000,Midfielder,1988,19
2007,Ã‰merson,Real Madrid,LaLiga,AC Milan,Serie A,4000000,14000000,Midfielder,1976,31
2007,Tiago,Olympique Lyon,Ligue 1,Juventus,Serie A,11000000,13000000,Midfielder,1981,26
2007,Royston Drenthe,Feyenoord,Eredivisie,Real Madrid,LaLiga,12000000,11000000,Midfield,1987,20
2007,RaÃºl GarcÃ­a,CA Osasuna,LaLiga,AtlÃ©tico Madrid,LaLiga,11000000,10000000,Midfielder,1986,21
2007,Nigel Reo-Coker,West Ham,Premier League,Aston Villa,Premier League,11000000,3000000,Midfielder,1984,23
2007,Elano,Shakhtar D.,Vyshcha Liga,Man City,Premier League,10000000,6000000,Midfielder,1981,26
2007,Kieron Dyer,Newcastle,Premier League,West Ham,Premier League,10000000,8000000,Midfield,1979,28
2007,Scott Parker,Newcastle,Premier League,West Ham,Premier League,9000000,10000000,Midfielder,1981,26
2007,Mohamed Sissoko,Liverpool,Premier League,Juventus,Serie A,9000000,8000000,Midfielder,1985,22
2007,Yaya TourÃ©,Monaco,Ligue 1,FC Barcelona,LaLiga,8000000,9000000,Midfielder,1983,24
2007,Sergio AlmirÃ³n,FC Empoli,Serie A,Juventus,Serie A,8000000,9000000,Midfielder,1981,26
2007,Sulley Muntari,Udinese,Serie A,Portsmouth,Premier League,9000000,6000000,Midfielder,1984,23
2007,Lucas Leiva,GrÃªmio,SÃ©rie A,Liverpool,Premier League,9000000,5000000,Midfielder,1987,20
2007,Thierry Henry,Arsenal,Premier League,FC Barcelona,LaLiga,21000000,40000000,Forward,1977,30
2007,Fernando Torres,AtlÃ©tico Madrid,LaLiga,Liverpool,Premier League,34000000,27000000,Forward,1984,23
2007,Arjen Robben,Chelsea,Premier League,Real Madrid,LaLiga,31000000,20000000,Defender,1984,23
2007,Franck RibÃ©ry,Marseille,Ligue 1,Bayern Munich ,Bundesliga,27000000,20000000,Forward,1983,24
2007,Luca Toni,Fiorentina,Serie A,Bayern Munich ,Bundesliga,9000000,25000000,Forward,1977,30
2007,Nani,Sporting CP,Liga NOS,Man Utd,Premier League,22000000,22000000,Forward,1987,20
2007,Darren Bent,Charlton,Championship,Spurs,Premier League,22000000,6000000,Forward,1984,23
2007,Alexandre Pato,Internacional,SÃ©rie A,AC Milan,Serie A,21000000,3000000,Forward,1989,18
2007,Miroslav Klose,Werder Bremen,Bundesliga,Bayern Munich ,Bundesliga,13000000,20000000,Forward,1978,29
2007,Diego ForlÃ¡n,Villarreal,LaLiga,AtlÃ©tico Madrid,LaLiga,18000000,8000000,Forward,1979,28
2007,Florent Malouda,Olympique Lyon,Ligue 1,Chelsea,Premier League,17000000,18000000,Forward,1980,27
2007,SimÃ£o,Benfica,Liga NOS,AtlÃ©tico Madrid,LaLiga,18000000,13000000,Forward,1980,27
2007,Nicolas Anelka,Bolton,Premier League,Chelsea,Premier League,16000000,18000000,Forward,1979,28
2007,Abdul Kader Keita,LOSC Lille,Ligue 1,Olympique Lyon,Ligue 1,15000000,16000000,Defender,1981,26
2007,Ryan Babel,Ajax,Eredivisie,Liverpool,Premier League,15000000,4000000,Forward,1987,20
2007,Afonso Alves,Heerenveen,Eredivisie,Middlesbrough,Premier League,15000000,11000000,Forward,1981,26
2007,JosÃ© Antonio Reyes,Arsenal,Premier League,AtlÃ©tico Madrid,LaLiga,10000000,15000000,Defender,1985,22
2007,Yakubu Aiyegbeni,Middlesbrough,Premier League,Everton,Premier League,14000000,10000000,Forward,1983,24
2007,Mirko Vucinic,Lecce,Serie B,AS Roma,Serie A,14000000,8000000,Forward,1983,24
2007,Gareth Bale,Southampton,Championship,Spurs,Premier League,13000000,6000000,Defender,1989,18
2007,Nikola Zigic,Racing,LaLiga,Valencia,LaLiga,12000000,9000000,Forward,1980,27
2007,Luciano,Germ. Beerschot,Jupiler Pro League,FC Groningen,Eredivisie,360000,1000000,Goalkeeper,1980,27
2007,Kieran Richardson,Man Utd,Premier League,Sunderland,Premier League,7000000,4000000,Defender,1985,22
2007,Aquivaldo Mosquera,CF Pachuca,Primera Clausura,Sevilla FC,LaLiga,7000000,-1,Defender,1981,26
2007,Domenico Criscito,Genoa,Serie A,Juventus,Serie A,6000000,900000,Defender,1987,20
2007,Nelson Rivas,River Plate,Torneo Final,Inter,Serie A,6000000,2000000,Defender,1983,24
2007,Leighton Baines,Wigan,Premier League,Everton,Premier League,6000000,3000000,Defender,1985,22
2007,GaÃ«l Givet,Monaco,Ligue 1,Marseille,Ligue 1,4000000,5000000,Defender,1982,25
2007,Phil Jagielka,Sheff Utd,Championship,Everton,Premier League,5000000,2000000,Defender,1982,25
2007,Zoumana Camara,Saint-Ã‰tienne,Ligue 1,Paris SG,Ligue 1,5000000,4000000,Defender,1979,28
2007,Ãngel LÃ³pez,Celta de Vigo,Liga BBVA,Villarreal,LaLiga,5000000,1000000,Defender,1981,26
2007,Gary Cahill,Aston Villa,Premier League,Bolton,Premier League,5000000,1000000,Defender,1986,21
2007,Carlos Diogo,Real Madrid,LaLiga,Real Zaragoza,LaLiga,4000000,5000000,Defender,1983,24
2007,Habib BÃ¨ye,Marseille,Ligue 1,Newcastle,Premier League,2000000,5000000,Defender,1978,29
2007,Javier Pinola,AtlÃ©tico Madrid,LaLiga,1.FC Nuremberg,Bundesliga,1000000,5000000,Defender,1983,24
2007,Marco Andreolli,Inter,Serie A,AS Roma,Serie A,4000000,855000,Defender,1986,21
2007,Juliano Belletti,FC Barcelona,LaLiga,Chelsea,Premier League,4000000,4000000,Defender,1976,31
2007,Glen Johnson,Chelsea,Premier League,Portsmouth,Premier League,4000000,3000000,Defender,1984,23
2007,Fabiano Santacroce,Brescia,Serie B,SSC Napoli,Serie A,4000000,900000,Defender,1986,21
2007,Giandomenico Mesto,Reggina,Serie A,Udinese,Serie A,4000000,4000000,Defender,1982,25
2007,GrÃ©tar Steinsson,AZ Alkmaar,Eredivisie,Bolton,Premier League,4000000,2000000,Defender,1982,25
2007,JosÃ© Sosa,Estudiantes,Torneo Final,Bayern Munich ,Bundesliga,8000000,9000000,Midfielder,1985,22
2007,Mathieu Bodmer,LOSC Lille,Ligue 1,Olympique Lyon,Ligue 1,6000000,9000000,Midfielder,1983,24
2007,Seydou Keita,Lens,Ligue 1,Sevilla FC,LaLiga,3000000,9000000,Midfielder,1980,27
2007,Alan Smith,Man Utd,Premier League,Newcastle,Premier League,8000000,4000000,Midfielder,1981,26
2007,Joey Barton,Man City,Premier League,Newcastle,Premier League,7000000,6000000,Midfielder,1982,25
2007,Freddie Ljungberg,Arsenal,Premier League,West Ham,Premier League,4000000,7000000,Midfielder,1977,30
2007,Karim Ziani,FC Sochaux,Ligue 1,Marseille,Ligue 1,7000000,4000000,Midfielder,1982,25
2007,Rio Mavuba,G. Bordeaux,Ligue 1,Villarreal,LaLiga,7000000,6000000,Midfielder,1984,23
2007,ClÃ©ber Santana,Santos FC,SÃ©rie A,AtlÃ©tico Madrid,LaLiga,7000000,-1,Midfielder,1985,22
2007,Kevin-Prince Boateng,Hertha BSC,Bundesliga,Spurs,Premier League,7000000,3000000,Midfielder,1987,20
2007,Carlos Alberto,Fluminense,SÃ©rie A,Werder Bremen,Bundesliga,7000000,6000000,Midfielder,1985,22
2007,Gary O'Neil,Portsmouth,Premier League,Middlesbrough,Premier League,6000000,3000000,Midfielder,1983,24
2007,AndrÃ©s D'Alessandro,VfL Wolfsburg,Bundesliga,Real Zaragoza,LaLiga,3000000,6000000,Midfielder,1981,26
2007,Gilberto,Hertha BSC,Bundesliga,Spurs,Premier League,2000000,6000000,Midfield,1976,31
2007,Thiago Motta,FC Barcelona,LaLiga,AtlÃ©tico Madrid,LaLiga,1000000,6000000,Midfielder,1982,25
2007,Eduardo,Dinamo Zagreb,1.HNL,Arsenal,Premier League,12000000,6000000,Forward,1983,24
2007,Djibril CissÃ©,Liverpool,Premier League,Marseille,Ligue 1,8000000,12000000,Forward,1981,26
2007,David Suazo,Cagliari Calcio,Serie A,Inter,Serie A,11000000,11000000,Forward,1980,27
2007,Rolando Bianchi,Reggina,Serie A,Man City,Premier League,11000000,7000000,Forward,1983,24
2007,Javier Arizmendi,Dep. La CoruÃ±a,LaLiga,Valencia,LaLiga,10000000,5000000,Forward,1984,23
2007,Arouna KonÃ©,PSV Eindhoven,Eredivisie,Sevilla FC,LaLiga,10000000,7000000,Forward,1984,23
2007,Vincenzo Iaquinta,Udinese,Serie A,Juventus,Serie A,10000000,10000000,Forward,1980,27
2007,Craig Bellamy,Liverpool,Premier League,West Ham,Premier League,10000000,10000000,Forward,1979,28
2007,Jermain Defoe,Spurs,Premier League,Portsmouth,Premier League,8000000,10000000,Forward,1982,25
2007,Roy Makaay,Bayern Munich ,Bundesliga,Feyenoord,Eredivisie,4000000,10000000,Forward,1975,32
2007,Fabio Quagliarella,Sampdoria,Serie A,Udinese,Serie A,6000000,9000000,Forward,1983,24
2007,John Utaka,Stade Rennais,Ligue 1,Portsmouth,Premier League,9000000,4000000,Forward,1982,25
2007,Giuseppe Rossi,Man Utd,Premier League,Villarreal,LaLiga,9000000,5000000,Forward,1987,20
2007,Martin Petrov,AtlÃ©tico Madrid,LaLiga,Man City,Premier League,6000000,9000000,Forward,1979,28
2007,Cristiano Lucarelli,Shakhtar D.,Vyshcha Liga,Parma,Serie A,5000000,9000000,Forward,1975,32
2007,Valeri Bojinov,Fiorentina,Serie A,Man City,Premier League,7000000,8000000,Forward,1986,21
2007,Fabio Coltorti,Grasshoppers,Super League,Racing,LaLiga,792000,1000000,Goalkeeper,1981,26
2007,Diego Benaglio,Nacional,Liga NOS,VfL Wolfsburg,Bundesliga,1000000,225000,Goalkeeper,1983,24
2007,JaromÃ­r Blazek,Sparta Praha,Fortuna Liga,1.FC Nuremberg,Bundesliga,450000,1000000,Goalkeeper,1973,34
2007,Greg Halford,Reading,Premier League,Sunderland,Premier League,4000000,360000,Defender,1985,22
2007,David Rozehnal,Paris SG,Ligue 1,Newcastle,Premier League,3000000,4000000,Defender,1980,27
2007,Anthony Vanden Borre,RSC Anderlecht,Jupiler Pro League,Fiorentina,Serie A,3000000,4000000,Defender,1988,19
2007,Kevin Hofland,VfL Wolfsburg,Bundesliga,Feyenoord,Eredivisie,2000000,4000000,Defender,1979,28
2007,Franck Queudrue,Fulham,Premier League,Birmingham,Premier League,3000000,4000000,Defender,1978,29
2007,Jean-Alain Boumsong,Juventus,Serie A,Olympique Lyon,Ligue 1,2000000,4000000,Defender,1980,27
2007,Zat Knight,Fulham,Premier League,Aston Villa,Premier League,4000000,2000000,Defender,1980,27
2007,Claude Davis,Sheff Utd,Championship,Derby,Premier League,4000000,693000,Defender,1979,28
2007,Manuel da Costa,PSV Eindhoven,Eredivisie,Fiorentina,Serie A,4000000,1000000,Defender,1986,21
2007,Luke Young,Charlton,Championship,Middlesbrough,Premier League,3000000,4000000,Defender,1979,28
2007,Cesare Bovo,US Palermo,Serie A,Genoa,Serie A,2000000,4000000,Defender,1983,24
2007,Federico Balzaretti,Juventus,Serie A,Fiorentina,Serie A,3000000,3000000,Defender,1982,25
2007,Federico Balzaretti,Fiorentina,Serie A,US Palermo,Serie A,3000000,3000000,Defender,1982,25
2007,Cesare Natali,Udinese,Serie A,Torino,Serie A,3000000,3000000,Defender,1979,28
2007,Alou Diarra,Olympique Lyon,Ligue 1,G. Bordeaux,Ligue 1,6000000,5000000,Midfielder,1981,26
2007,AndrÃ©s Guardado,Atlas,Primera Clausura,Dep. La CoruÃ±a,LaLiga,6000000,540000,Midfielder,1986,21
2007,Lassana Diarra,Arsenal,Premier League,Portsmouth,Premier League,6000000,6000000,Midfielder,1985,22
2007,Daniele Mannini,Brescia,Serie B,SSC Napoli,Serie A,6000000,1000000,Midfield,1984,23
2007,Jason Koumas,West Brom,Championship,Wigan,Premier League,6000000,1000000,Midfielder,1979,28
2007,Peter Luccin,AtlÃ©tico Madrid,LaLiga,Real Zaragoza,LaLiga,2000000,5000000,Midfielder,1979,28
2007,Fabrice Muamba,Arsenal,Premier League,Birmingham,Premier League,5000000,5000000,Midfielder,1988,19
2007,JussiÃª,Lens,Ligue 1,G. Bordeaux,Ligue 1,5000000,4000000,Midfielder,1983,24
2007,NenÃª,Celta de Vigo,Liga BBVA,Monaco,Ligue 1,5000000,3000000,Midfielder,1981,26
2007,Andy Reid,Charlton,Championship,Sunderland,Premier League,5000000,4000000,Midfield,1982,25
2007,Steven Davis,Aston Villa,Premier League,Fulham,Premier League,5000000,4000000,Midfielder,1985,22
2007,David LÃ³pez,CA Osasuna,LaLiga,Athletic,LaLiga,5000000,1000000,Midfielder,1982,25
2007,Marek Hamsik,Brescia,Serie B,SSC Napoli,Serie A,4000000,-1,Midfielder,1987,20
2007,Gelson Fernandes,FC Sion,Super League,Man City,Premier League,4000000,900000,Midfielder,1986,21
2007,Manuele Blasi,Juventus,Serie A,SSC Napoli,Serie A,4000000,4000000,Midfielder,1980,27
2007,Papa Bouba Diop,Fulham,Premier League,Portsmouth,Premier League,4000000,4000000,Midfielder,1978,29
2007,Carlos Martins,Sporting CP,Liga NOS,Recr. Huelva,LaLiga,1000000,4000000,Midfielder,1982,25
2007,Luis GarcÃ­a,Liverpool,Premier League,AtlÃ©tico Madrid,LaLiga,3000000,8000000,Defender,1978,29
2007,Diomansy Kamara,West Brom,Championship,Fulham,Premier League,8000000,2000000,Defender,1981,26
2007,David Nugent,Preston,Championship,Portsmouth,Premier League,8000000,2000000,Forward,1985,22
2007,Kenwyne Jones,Southampton,Championship,Sunderland,Premier League,8000000,1000000,Forward,1984,23
2007,Franco Semioli,Chievo Verona,Serie B,Fiorentina,Serie A,5000000,8000000,Defender,1980,27
2007,Mido,Spurs,Premier League,Middlesbrough,Premier League,7000000,5000000,Forward,1983,24
2007,BoÅ¡ko JankoviÄ‡,RCD Mallorca,LaLiga,US Palermo,Serie A,7000000,4000000,Defender,1984,23
2007,Albert Luque,Newcastle,Premier League,Ajax,Eredivisie,7000000,4000000,Forward,1978,29
2007,FrÃ©dÃ©ric Piquionne,Saint-Ã‰tienne,Ligue 1,Monaco,Ligue 1,5000000,7000000,Forward,1979,28
2007,Michael Chopra,Cardiff,Championship,Sunderland,Premier League,6000000,1000000,Forward,1984,23
2007,Luis SuÃ¡rez,FC Groningen,Eredivisie,Ajax,Eredivisie,6000000,900000,Forward,1987,20
2007,Grafite,Le Mans UC 72,Ligue 1,VfL Wolfsburg,Bundesliga,6000000,4000000,Forward,1979,28
2007,MÃ©mÃ© TchitÃ©,RSC Anderlecht,Jupiler Pro League,Racing,LaLiga,6000000,4000000,Forward,1984,23
2007,James McFadden,Everton,Premier League,Birmingham,Premier League,6000000,2000000,Forward,1983,24
2007,David Di Michele,US Palermo,Serie A,Torino,Serie A,3000000,6000000,Forward,1976,31
2007,WÃ¡lter Pandiani,Espanyol,LaLiga,CA Osasuna,LaLiga,1000000,6000000,Forward,1976,31
2007,Yossi Benayoun,West Ham,Premier League,Liverpool,Premier League,6000000,4000000,Defender,1980,27
2007,Sergio Romero,Racing Club,Torneo Final,AZ Alkmaar,Eredivisie,1000000,-1,Goalkeeper,1987,20
2007,Enrico Alfonso,Chievo Verona,Serie B,Inter,Serie A,1000000,90000,Goalkeeper,1988,19
2007,CÃ¡ssio,GrÃªmio,SÃ©rie A,PSV Eindhoven,Eredivisie,900000,-1,Goalkeeper,1987,20
2007,Anderson,Benfica,Liga NOS,Olympique Lyon,Ligue 1,3000000,2000000,Defender,1980,27
2007,Ricardo Costa,FC Porto,Liga NOS,VfL Wolfsburg,Bundesliga,3000000,3000000,Defender,1981,26
2007,Cata DÃ­az,Boca Juniors,Torneo Final,Getafe,LaLiga,3000000,-1,Defender,1979,28
2007,Paul Konchesky,West Ham,Premier League,Fulham,Premier League,3000000,3000000,Defender,1981,26
2007,HÃ©ctor Moreno,UNAM Pumas,Primera Clausura,AZ Alkmaar,Eredivisie,3000000,1000000,Defender,1988,19
2007,Nadir Belhadj,CS Sedan,Ligue 2,Olympique Lyon,Ligue 1,2000000,3000000,Defender,1982,25
2007,Tim de Cler,AZ Alkmaar,Eredivisie,Feyenoord,Eredivisie,2000000,3000000,Defender,1979,28
2007,Stathis Tavlaridis,LOSC Lille,Ligue 1,Saint-Ã‰tienne,Ligue 1,2000000,3000000,Defender,1980,27
2007,Javier Garrido,Real Sociedad,Liga BBVA,Man City,Premier League,2000000,3000000,Defender,1985,22
2007,ValÃ©rien IsmaÃ«l,Bayern Munich ,Bundesliga,Hannover 96,Bundesliga,180000,3000000,Defender,1975,32
2007,Souleymane Diawara,Charlton,Championship,G. Bordeaux,Ligue 1,3000000,2000000,Defender,1979,28
2007,Paul McShane,West Brom,Championship,Sunderland,Premier League,3000000,225000,Defender,1986,21
2007,Danny Higginbotham,Stoke City,Championship,Sunderland,Premier League,3000000,2000000,Defender,1979,28
2007,Bruno Silva,FC Groningen,Eredivisie,Ajax,Eredivisie,3000000,900000,Defender,1980,27
2007,Aimo Diana,US Palermo,Serie A,Torino,Serie A,1000000,4000000,Midfield,1978,29
2007,Giulio Migliaccio,Atalanta,Serie A,US Palermo,Serie A,4000000,4000000,Midfielder,1981,26
2007,BenoÃ®t Cheyrou,AJ Auxerre,Ligue 1,Marseille,Ligue 1,4000000,4000000,Midfielder,1981,26
2007,Tom De Mul,Ajax,Eredivisie,Sevilla FC,LaLiga,4000000,4000000,Midfield,1986,21
2007,Blaise Matuidi,Troyes,Ligue 2,Saint-Ã‰tienne,Ligue 1,4000000,1000000,Midfielder,1987,20
2007,Mesut Ã–zil,FC Schalke 04,Bundesliga,Werder Bremen,Bundesliga,4000000,2000000,Midfielder,1989,18
2007,Ivan Rakitic,FC Basel,Super League,FC Schalke 04,Bundesliga,4000000,4000000,Midfielder,1988,19
2007,Matthew Taylor,Portsmouth,Premier League,Bolton,Premier League,4000000,3000000,Midfield,1982,25
2007,Lassana Diarra,Chelsea,Premier League,Arsenal,Premier League,2000000,4000000,Midfielder,1985,22
2007,Chris Baird,Southampton,Championship,Fulham,Premier League,4000000,675000,Midfielder,1982,25
2007,Antonio Nocerino,Piacenza,Serie B,Juventus,Serie A,3000000,4000000,Midfielder,1985,22
2007,Ciprian Marica,Shakhtar D.,Vyshcha Liga,VfB Stuttgart,Bundesliga,6000000,4000000,Forward,1985,22
2007,Mounir El Hamdaoui,Willem II,Eredivisie,AZ Alkmaar,Eredivisie,6000000,720000,Forward,1984,23
2007,Felipe Caicedo,FC Basel,Super League,Man City,Premier League,6000000,4000000,Forward,1988,19
2007,Theofanis Gekas,VfL Bochum,Bundesliga,Bay. Leverkusen,Bundesliga,4000000,6000000,Forward,1980,27
2007,Ludovic Giuly,FC Barcelona,LaLiga,AS Roma,Serie A,4000000,6000000,Defender,1976,31
2007,Theofanis Gekas,Panathinaikos,Super League,VfL Bochum,Bundesliga,630000,6000000,Forward,1980,27
2007,Diego TristÃ¡n,RCD Mallorca,LaLiga,AS Livorno,Serie A,423000,6000000,Forward,1976,31
2007,Danny Koevermans,AZ Alkmaar,Eredivisie,PSV Eindhoven,Eredivisie,6000000,4000000,Forward,1979,28
2007,Mariano Pavone,Estudiantes,Torneo Final,Real Betis,LaLiga,6000000,900000,Forward,1982,25
2007,Mohamed Zidan,1.FSV Mainz 05,2. Bundesliga,Hamburger SV,Bundesliga,5000000,4000000,Forward,1982,25
2007,CÃ©sar Delgado,CD Cruz Azul,Primera Clausura,Olympique Lyon,Ligue 1,5000000,2000000,Defender,1981,26
2007,Igor Budan,US Palermo,Serie A,Parma,Serie A,990000,5000000,Forward,1980,27
2007,Danko Lazovic,Vitesse,Eredivisie,PSV Eindhoven,Eredivisie,5000000,3000000,Forward,1983,24
2007,Francesco Tavano,Valencia,LaLiga,AS Livorno,Serie A,5000000,5000000,Forward,1979,28
2007,Mark GonzÃ¡lez,Liverpool,Premier League,Real Betis,LaLiga,5000000,3000000,Forward,1984,23
2007,Graziano PellÃ¨,Lecce,Serie B,AZ Alkmaar,Eredivisie,5000000,900000,Forward,1985,22
2007,Simon Poulsen,FC Midtjylland,SAS Ligaen,AZ Alkmaar,Eredivisie,3000000,630000,Defender,1984,23
2007,Paolo De Ceglie,Juventus,Serie A,Siena,Serie A,3000000,900000,Defender,1986,21
2007,Aitor Ocio,Sevilla FC,LaLiga,Athletic,LaLiga,3000000,990000,Defender,1977,30
2007,GrÃ©gory Bourillon,Stade Rennais,Ligue 1,Paris SG,Ligue 1,3000000,3000000,Defender,1984,23
2007,Rod Fanni,OGC Nice,Ligue 1,Stade Rennais,Ligue 1,3000000,2000000,Defender,1982,25
2007,Jan Simunek,Sparta Praha,Fortuna Liga,VfL Wolfsburg,Bundesliga,3000000,-1,Defender,1987,20
2007,Sebastian Boenisch,FC Schalke 04,Bundesliga,Werder Bremen,Bundesliga,3000000,360000,Defender,1987,20
2007,Nadir Belhadj,Olympique Lyon,Ligue 1,Lens,Ligue 1,3000000,3000000,Defender,1982,25
2007,Heiko Westermann,Arm. Bielefeld,Bundesliga,FC Schalke 04,Bundesliga,2000000,3000000,Defender,1983,24
2007,Manuel Friedrich,1.FSV Mainz 05,2. Bundesliga,Bay. Leverkusen,Bundesliga,2000000,3000000,Defender,1979,28
2007,Christian Schulz,Werder Bremen,Bundesliga,Hannover 96,Bundesliga,2000000,3000000,Defender,1983,24
2007,HÃ©rita Ilunga,Saint-Ã‰tienne,Ligue 1,Toulouse,Ligue 1,1000000,3000000,Defender,1982,25
2007,Matthieu ChalmÃ©,LOSC Lille,Ligue 1,G. Bordeaux,Ligue 1,1000000,3000000,Defender,1980,27
2007,Simone Loria,Atalanta,Serie A,Siena,Serie A,675000,3000000,Defender,1977,30
2007,Christian Maggio,Fiorentina,Serie A,Sampdoria,Serie A,3000000,2000000,Defender,1982,25
2007,Kader Mangane,BSC Young Boys,Super League,Lens,Ligue 1,2000000,2000000,Defender,1983,24
2007,Denny Landzaat,Wigan,Premier League,Feyenoord,Eredivisie,1000000,4000000,Midfielder,1976,31
2007,Leon Andreasen,Werder Bremen,Bundesliga,Fulham,Premier League,3000000,2000000,Midfielder,1983,24
2007,Michele Pazienza,Fiorentina,Serie A,SSC Napoli,Serie A,3000000,2000000,Midfielder,1982,25
2007,Adel Taarabt,Lens,Ligue 1,Spurs,Premier League,3000000,45000,Midfielder,1989,18
2007,Souza,SÃ£o Paulo,SÃ©rie A,Paris SG,Ligue 1,3000000,3000000,Midfielder,1979,28
2007,Emerse FaÃ©,FC Nantes,Ligue 2,Reading,Premier League,3000000,3000000,Midfielder,1984,23
2007,Olivier Kapo,Juventus,Serie A,Birmingham,Premier League,2000000,3000000,Midfielder,1980,27
2007,Robbie Savage,Blackburn,Premier League,Derby,Premier League,2000000,3000000,Midfielder,1975,32
2007,Sasa Ilic,Galatasaray,SÃ¼per Lig,RB Salzburg,Bundesliga,810000,3000000,Midfielder,1978,29
