,year,player_name,position,age,transfermarkt_val,team_left,league_left,joined_team,joined_league,fee,url
0,2014,Marc-André ter Stegen,Goalkeeper,28,£18.00m,Bor. M'gladbach,Bundesliga,FC Barcelona,LaLiga,£10.80m,https://www.transfermarkt.co.uk/marc-andre-ter-stegen/profil/spieler/74857
1,2014,Jan Oblak,Goalkeeper,27,£3.60m,Benfica,Liga NOS,Atlético Madrid,LaLiga,£14.40m,https://www.transfermarkt.co.uk/jan-oblak/profil/spieler/121483
2,2014,Fraser Forster,Goalkeeper,32,£4.05m,Celtic,Premiership,Southampton,Premier League,£11.25m,https://www.transfermarkt.co.uk/fraser-forster/profil/spieler/52570
3,2014,Claudio Bravo,Goalkeeper,37,£3.60m,Real Sociedad,LaLiga,FC Barcelona,LaLiga,£10.80m,https://www.transfermarkt.co.uk/claudio-bravo/profil/spieler/40423
4,2014,Keylor Navas,Goalkeeper,33,£9.00m,Levante,LaLiga,Real Madrid,LaLiga,£9.00m,https://www.transfermarkt.co.uk/keylor-navas/profil/spieler/79422
5,2014,Yann Sommer,Goalkeeper,31,£7.20m,FC Basel,Super League,Bor. M'gladbach,Bundesliga,£8.10m,https://www.transfermarkt.co.uk/yann-sommer/profil/spieler/42205
6,2014,Pepe Reina,Goalkeeper,38,£8.10m,Liverpool,Premier League,Bayern Munich ,Bundesliga,£2.70m,https://www.transfermarkt.co.uk/pepe-reina/profil/spieler/7825
7,2014,Francesco Bardi,Goalkeeper,28,£8.10m,Inter,Serie A,Chievo Verona,Serie A,Loan,https://www.transfermarkt.co.uk/francesco-bardi/profil/spieler/110925
8,2014,Willy Caballero,Goalkeeper,39,£4.50m,Málaga CF,LaLiga,Man City,Premier League,£7.20m,https://www.transfermarkt.co.uk/willy-caballero/profil/spieler/19948
9,2014,Andrea Consigli,Goalkeeper,33,£7.20m,Atalanta,Serie A,Sassuolo,Serie A,£2.70m,https://www.transfermarkt.co.uk/andrea-consigli/profil/spieler/35865
10,2014,Diego López,Goalkeeper,38,£7.20m,Real Madrid,LaLiga,AC Milan,Serie A,Free transfer,https://www.transfermarkt.co.uk/diego-lopez/profil/spieler/34370
11,2014,Michel Vorm,Goalkeeper,36,£6.30m,Swansea,Premier League,Spurs,Premier League,£5.13m,https://www.transfermarkt.co.uk/michel-vorm/profil/spieler/26276
12,2014,Oliver Baumann,Goalkeeper,30,£6.30m,SC Freiburg,Bundesliga,TSG Hoffenheim,Bundesliga,£4.95m,https://www.transfermarkt.co.uk/oliver-baumann/profil/spieler/55089
13,2014,Roberto,Goalkeeper,34,£5.40m,Atlético Madrid,LaLiga,Olympiacos,Super League,£5.40m,https://www.transfermarkt.co.uk/roberto/profil/spieler/37403
14,2014,Michael Agazzi,Goalkeeper,36,£5.40m,Chievo Verona,Serie A,AC Milan,Serie A,Free transfer,https://www.transfermarkt.co.uk/michael-agazzi/profil/spieler/28862
15,2014,Maksym Koval,Goalkeeper,27,£5.40m,Dynamo Kyiv,Premier Liga,Goverla,Premier Liga,Loan,https://www.transfermarkt.co.uk/maksym-koval/profil/spieler/120211
16,2014,Nicola Leali,Goalkeeper,27,£4.95m,Juventus,Serie A,Cesena,Serie A,Loan,https://www.transfermarkt.co.uk/nicola-leali/profil/spieler/136111
17,2014,Karl Darlow,Goalkeeper,30,£900Th.,Nottm Forest,Championship,Newcastle,Premier League,£4.50m,https://www.transfermarkt.co.uk/karl-darlow/profil/spieler/99397
18,2014,Sergio Asenjo,Goalkeeper,31,£4.50m,Atlético Madrid,LaLiga,Villarreal,LaLiga,£4.50m,https://www.transfermarkt.co.uk/sergio-asenjo/profil/spieler/51710
19,2014,David Ospina,Goalkeeper,32,£4.50m,OGC Nice,Ligue 1,Arsenal,Premier League,£3.60m,https://www.transfermarkt.co.uk/david-ospina/profil/spieler/73396
20,2014,Jack Butland,Goalkeeper,27,£4.50m,Stoke City,Premier League,Derby,Championship,Loan,https://www.transfermarkt.co.uk/jack-butland/profil/spieler/128899
21,2014,Maarten Stekelenburg,Goalkeeper,38,£4.50m,Fulham,Championship,Monaco,Ligue 1,Loan,https://www.transfermarkt.co.uk/maarten-stekelenburg/profil/spieler/4311
22,2014,Guillermo Ochoa,Goalkeeper,35,£4.50m,AC Ajaccio,Ligue 2,Málaga CF,LaLiga,Free transfer,https://www.transfermarkt.co.uk/guillermo-ochoa/profil/spieler/29559
23,2014,Emiliano Viviano,Goalkeeper,34,£4.05m,US Palermo,Serie A,Sampdoria,Serie A,Loan,https://www.transfermarkt.co.uk/emiliano-viviano/profil/spieler/24316
24,2014,Maksym Koval,Goalkeeper,27,£4.05m,Dynamo Kyiv,Premier Liga,Goverla,Premier Liga,Loan,https://www.transfermarkt.co.uk/maksym-koval/profil/spieler/120211
25,2014,David Luiz,Centre-Back,33,£23.40m,Chelsea,Premier League,Paris SG,Ligue 1,£44.55m,https://www.transfermarkt.co.uk/david-luiz/profil/spieler/46741
26,2014,Eliaquim Mangala,Centre-Back,29,£25.20m,FC Porto,Liga NOS,Man City,Premier League,£40.50m,https://www.transfermarkt.co.uk/eliaquim-mangala/profil/spieler/90681
27,2014,Luke Shaw,Left-Back,25,£11.70m,Southampton,Premier League,Man Utd,Premier League,£33.75m,https://www.transfermarkt.co.uk/luke-shaw/profil/spieler/183288
28,2014,Juan Cuadrado,Right-Back,32,£28.80m,Fiorentina,Serie A,Chelsea,Premier League,£27.90m,https://www.transfermarkt.co.uk/juan-cuadrado/profil/spieler/91970
29,2014,Medhi Benatia,Centre-Back,33,£25.20m,AS Roma,Serie A,Bayern Munich ,Bundesliga,£25.20m,https://www.transfermarkt.co.uk/medhi-benatia/profil/spieler/45124
30,2014,Dejan Lovren,Centre-Back,31,£10.80m,Southampton,Premier League,Liverpool,Premier League,£22.77m,https://www.transfermarkt.co.uk/dejan-lovren/profil/spieler/37838
31,2014,Matija Nastasic,Centre-Back,27,£18.90m,Man City,Premier League,FC Schalke 04,Bundesliga,Loan,https://www.transfermarkt.co.uk/matija-nastasic/profil/spieler/143559
32,2014,Calum Chambers,Centre-Back,25,£1.80m,Southampton,Premier League,Arsenal,Premier League,£18.21m,https://www.transfermarkt.co.uk/calum-chambers/profil/spieler/215118
33,2014,Jérémy Mathieu,Centre-Back,36,£10.80m,Valencia,LaLiga,FC Barcelona,LaLiga,£18.00m,https://www.transfermarkt.co.uk/jeremy-mathieu/profil/spieler/5404
