,year,player_name,position,age,transfermarkt_val,team_left,league_left,joined_team,joined_league,fee,url
36,2000,Stéphane Dalmat,Central Midfield,41,-,Marseille,Ligue 1,Paris SG,Ligue 1,£9.68m,https://www.transfermarkt.co.uk/ligue-1/transfers/wettbewerb/FR1/saison_id/2000
37,2000,Laurén,Right-Back,43,-,RCD Mallorca,LaLiga,Arsenal,Premier League,£9.63m,https://www.transfermarkt.co.uk/primera-division/transfers/wettbewerb/ES1/saison_id/2000
38,2000,Stéphane Porato,Goalkeeper,47,-,Marseille,Ligue 1,Monaco,Ligue 1,£9.45m,https://www.transfermarkt.co.uk/ligue-1/transfers/wettbewerb/FR1/saison_id/2000
39,2000,Olivier Dacourt,Defensive Midfield,46,-,Lens,Ligue 1,Leeds,Premier League,£9.45m,https://www.transfermarkt.co.uk/ligue-1/transfers/wettbewerb/FR1/saison_id/2000
40,2000,Pedro Munitis,Second Striker,45,-,Racing,LaLiga,Real Madrid,LaLiga,£9.45m,https://www.transfermarkt.co.uk/primera-division/transfers/wettbewerb/ES1/saison_id/2000
41,2000,Carl Cort,Centre-Forward,42,-,Wimbledon FC,First Division,Newcastle,Premier League,£9.45m,https://www.transfermarkt.co.uk/first-division-bis-03-04-/transfers/wettbewerb/EFD2/saison_id/2000
42,2000,Robert Pirès,Left Midfield,46,-,Marseille,Ligue 1,Arsenal,Premier League,£8.82m,https://www.transfermarkt.co.uk/ligue-1/transfers/wettbewerb/FR1/saison_id/2000
43,2000,Émerson,Defensive Midfield,48,-,CD Tenerife,2ª División,Dep. La Coruña,LaLiga,£8.64m,https://www.transfermarkt.co.uk/emerson/profil/spieler/8754
44,2000,Craig Bellamy,Left Winger,41,-,Norwich,First Division,Coventry,Premier League,£8.33m,https://www.transfermarkt.co.uk/norwich-city/startseite/verein/1123/saison_id/2000
45,2000,Pauleta,Centre-Forward,47,-,Dep. La Coruña,LaLiga,G. Bordeaux,Ligue 1,£8.19m,https://www.transfermarkt.co.uk/primera-division/transfers/wettbewerb/ES1/saison_id/2000
46,2000,Christian Ziege,Left Midfield,48,-,Middlesbrough,Premier League,Liverpool,Premier League,£8.10m,https://www.transfermarkt.co.uk/premier-league/transfers/wettbewerb/GB1/saison_id/2000
47,2000,Nick Barmby,Left Midfield,46,-,Everton,Premier League,Liverpool,Premier League,£8.10m,https://www.transfermarkt.co.uk/premier-league/transfers/wettbewerb/GB1/saison_id/2000
48,2000,Alpay Özalan,Centre-Back,47,-,Fenerbahce,Süper Lig,Aston Villa,Premier League,£8.10m,https://www.transfermarkt.co.uk/super-lig/transfers/wettbewerb/TR1/saison_id/2000
49,2000,Marc-Vivien Foé,Central Midfield,†28,-,West Ham,Premier League,Olympique Lyon,Ligue 1,£8.10m,https://www.transfermarkt.co.uk/premier-league/transfers/wettbewerb/GB1/saison_id/2000
50,2000,Christian Karembeu,Defensive Midfield,49,-,Real Madrid,LaLiga,Middlesbrough,Premier League,£7.88m,https://www.transfermarkt.co.uk/primera-division/transfers/wettbewerb/ES1/saison_id/2000
51,2000,John Carew,Centre-Forward,41,-,Rosenborg,Tippeligaen,Valencia,LaLiga,£7.65m,https://www.transfermarkt.co.uk/mario-stanic/profil/spieler/3164
52,2000,Mario Stanic,Right Winger,48,-,AC Parma,Serie A,Chelsea,Premier League,£7.56m,https://www.transfermarkt.co.uk/fabian-carini/profil/spieler/13444
53,2000,Julio Cruz,Centre-Forward,45,-,Feyenoord,KPN Eredivisie,Bologna,Serie A,£7.38m,https://www.transfermarkt.co.uk/juventus-turin/startseite/verein/506/saison_id/2000
54,2000,Patrick Müller,Centre-Back,43,-,Juventus,Serie A,Olympique Lyon,Ligue 1,£7.20m,https://www.transfermarkt.co.uk/olympiakos-piraus/startseite/verein/683/saison_id/2000
55,2000,Zlatko Zahovic,Attacking Midfield,49,-,Olympiacos,A' Ethniki,Valencia,LaLiga,£7.20m,https://www.transfermarkt.co.uk/as-monaco/startseite/verein/162/saison_id/2000
56,2000,Sabri Lamouchi,Central Midfield,48,-,Monaco,Ligue 1,AC Parma,Serie A,£7.07m,https://www.transfermarkt.co.uk/as-monaco/startseite/verein/162/saison_id/2000
57,2000,Willy Sagnol,Right-Back,43,-,Monaco,Ligue 1,Bayern Munich ,Bundesliga,£6.93m,https://www.transfermarkt.co.uk/fc-girondins-bordeaux/startseite/verein/40/saison_id/2000
58,2000,Ben Thatcher,Left-Back,44,-,Wimbledon FC,First Division,Spurs,Premier League,£6.79m,https://www.transfermarkt.co.uk/milton-keynes-dons/startseite/verein/991/saison_id/2000
59,2000,Sunday Oliseh,Defensive Midfield,46,-,Juventus,Serie A,Bor. Dortmund,Bundesliga,£6.75m,https://www.transfermarkt.co.uk/juventus-turin/startseite/verein/506/saison_id/2000
60,2000,Bruno Cirillo,Centre-Back,43,-,Reggina,Serie A,Inter,Serie A,£6.75m,https://www.transfermarkt.co.uk/reggina-calcio/startseite/verein/1386/saison_id/2000
61,2000,Dino Baggio,Defensive Midfield,49,-,AC Parma,Serie A,Lazio,Serie A,£6.75m,https://www.transfermarkt.co.uk/fc-parma/startseite/verein/130/saison_id/2000
62,2000,Eidur Gudjohnsen,Centre-Forward,42,-,Bolton,First Division,Chelsea,Premier League,£6.75m,https://www.transfermarkt.co.uk/bolton-wanderers/startseite/verein/355/saison_id/2000
63,2000,David Sesa,Second Striker,47,-,Lecce,Serie A,SSC Napoli,Serie A,£6.53m,https://www.transfermarkt.co.uk/serie-a/transfers/wettbewerb/IT1/saison_id/2000
64,2000,Dominic Matteo,Left-Back,46,-,Liverpool,Premier League,Leeds,Premier League,£6.41m,https://www.transfermarkt.co.uk/premier-league/transfers/wettbewerb/GB1/saison_id/2000
65,2000,Mauro Camoranesi,Right Midfield,44,-,CD Cruz Azul,Primera Verano,Hellas Verona,Serie A,£6.30m,https://www.transfermarkt.co.uk/hellas-verona/startseite/verein/276/saison_id/2000
66,2000,Jovan Stankovic,Left Midfield,49,-,RCD Mallorca,LaLiga,Marseille,Ligue 1,£6.17m,https://www.transfermarkt.co.uk/olympique-marseille/startseite/verein/244/saison_id/2000
67,2000,Pierre van Hooijdonk,Centre-Forward,50,-,Vitesse,KPN Eredivisie,Benfica,Liga NOS,£6.12m,https://www.transfermarkt.co.uk/benfica-lissabon/startseite/verein/294/saison_id/2000
68,2000,Hermann Hreidarsson,Centre-Back,46,-,Wimbledon FC,First Division,Ipswich,Premier League,£6.08m,https://www.transfermarkt.co.uk/ipswich-town/startseite/verein/677/saison_id/2000
69,2000,Émerson Thome,Centre-Back,48,-,Chelsea,Premier League,Sunderland,Premier League,£6.03m,https://www.transfermarkt.co.uk/afc-sunderland/startseite/verein/289/saison_id/2000
70,2000,Philippe Delaye,Central Midfield,45,-,Montpellier,Ligue 2,Stade Rennais,Ligue 1,£5.85m,https://www.transfermarkt.co.uk/ligue-1/transfers/wettbewerb/FR1/saison_id/2000
71,2000,José Luís Vidigal,Defensive Midfield,47,-,Sporting CP,Liga NOS,SSC Napoli,Serie A,£5.85m,https://www.transfermarkt.co.uk/serie-a/transfers/wettbewerb/IT1/saison_id/2000
72,2000,Joan Capdevila,Left-Back,42,-,Atlético Madrid,2ª División,Dep. La Coruña,LaLiga,£5.76m,https://www.transfermarkt.co.uk/primera-division/transfers/wettbewerb/ES1/saison_id/2000
73,2000,Alex Nyarko,Centre-Back,46,-,Lens,Ligue 1,Everton,Premier League,£5.67m,https://www.transfermarkt.co.uk/premier-league/transfers/wettbewerb/GB1/saison_id/2000
74,2000,Hakan Sükür,Centre-Forward,49,-,Galatasaray,Süper Lig,Inter,Serie A,£5.67m,https://www.transfermarkt.co.uk/serie-a/transfers/wettbewerb/IT1/saison_id/2000
75,2000,Bob Peeters,Centre-Forward,46,-,Roda JC,KPN Eredivisie,Vitesse,KPN Eredivisie,£5.67m,https://www.transfermarkt.co.uk/eredivisie/transfers/wettbewerb/NL1/saison_id/2000
76,2000,César Sánchez,Goalkeeper,49,-,Real Valladolid,LaLiga,Real Madrid,LaLiga,£5.63m,https://www.transfermarkt.co.uk/primera-division/transfers/wettbewerb/ES1/saison_id/2000
77,2000,Patrick M'Boma,Centre-Forward,49,-,Cagliari Calcio,Serie B,AC Parma,Serie A,£5.49m,https://www.transfermarkt.co.uk/cagliari-calcio/startseite/verein/1390/saison_id/2000
78,2000,Milan Rapaic,Left Midfield,47,-,Perugia,Serie A,Fenerbahce,Süper Lig,£5.40m,https://www.transfermarkt.co.uk/ac-perugia-calcio/startseite/verein/839/saison_id/2000
79,2000,Claus Jensen,Attacking Midfield,43,-,Bolton,First Division,Charlton,Premier League,£5.40m,https://www.transfermarkt.co.uk/bolton-wanderers/startseite/verein/355/saison_id/2000
80,2000,Frédéric Déhu,Centre-Back,47,-,FC Barcelona,LaLiga,Paris SG,Ligue 1,£5.40m,https://www.transfermarkt.co.uk/fc-barcelona/startseite/verein/131/saison_id/2000
81,2000,Esteban Fuertes,Centre-Forward,47,-,Derby,Premier League,Lens,Ligue 1,£5.40m,https://www.transfermarkt.co.uk/derby-county/startseite/verein/22/saison_id/2000
82,2000,Alain Goma,Centre-Back,48,-,Newcastle,Premier League,Fulham,First Division,£5.40m,https://www.transfermarkt.co.uk/newcastle-united/startseite/verein/762/saison_id/2000
83,2000,Zé Elias,Central Midfield,44,-,Bologna,Serie A,Olympiacos,A' Ethniki,£5.22m,https://www.transfermarkt.co.uk/fc-bologna/startseite/verein/1025/saison_id/2000
84,2000,Frédéric Kanouté,Centre-Forward,43,-,Olympique Lyon,Ligue 1,West Ham,Premier League,£5.06m,https://www.transfermarkt.co.uk/ligue-1/transfers/wettbewerb/FR1/saison_id/2000
85,2000,Paulo Wanchope,Centre-Forward,44,-,West Ham,Premier League,Man City,Premier League,£5.04m,https://www.transfermarkt.co.uk/premier-league/transfers/wettbewerb/GB1/saison_id/2000
86,2000,Bülent Akin,Defensive Midfield,42,-,Denizlispor,Süper Lig,Galatasaray,Süper Lig,£4.95m,https://www.transfermarkt.co.uk/galatasaray-istanbul/startseite/verein/141/saison_id/2000
87,2000,Duncan Ferguson,Centre-Forward,48,-,Newcastle,Premier League,Everton,Premier League,£4.86m,https://www.transfermarkt.co.uk/fc-everton/startseite/verein/29/saison_id/2000
88,2000,Giorgi Demetradze,Centre-Forward,44,-,Dynamo Kyiv,Vyshcha Liga,Real Sociedad,LaLiga,£4.86m,https://www.transfermarkt.co.uk/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2000
89,2000,Didier Domi,Left-Back,42,-,Newcastle,Premier League,Paris SG,Ligue 1,£4.80m,https://www.transfermarkt.co.uk/fc-paris-saint-germain/startseite/verein/583/saison_id/2000
90,2000,Giorgi Kinkladze,Attacking Midfield,47,-,Ajax,KPN Eredivisie,Derby,Premier League,£4.50m,https://www.transfermarkt.co.uk/haim-revivo/profil/spieler/2917
91,2000,Haim Revivo,Attacking Midfield,48,-,Celta de Vigo,LaLiga,Fenerbahce,Süper Lig,£4.50m,https://www.transfermarkt.co.uk/vratislav-gresko/profil/spieler/71
92,2000,Vratislav Gresko,Left-Back,43,-,Bay. Leverkusen,Bundesliga,Inter,Serie A,£4.50m,https://www.transfermarkt.co.uk/serkan-aykut/profil/spieler/7142
93,2000,Serkan Aykut,Centre-Forward,45,-,Samsunspor,Süper Lig,Galatasaray,Süper Lig,£4.50m,https://www.transfermarkt.co.uk/fernandao/profil/spieler/5332
94,2000,Viorel Moldovan,Centre-Forward,48,-,Fenerbahce,Süper Lig,FC Nantes,Ligue 1,£4.50m,https://www.transfermarkt.co.uk/viorel-moldovan/profil/spieler/5519
95,2000,Roberto Ayala,Centre-Back,47,-,Milan,Serie A,Valencia,LaLiga,£4.50m,https://www.transfermarkt.co.uk/roberto-ayala/profil/spieler/7565
96,2000,Vicente,Left Winger,39,-,Levante,2ª División,Valencia,LaLiga,£4.32m,https://www.transfermarkt.co.uk/vicente/profil/spieler/7582
97,2000,Aleksandr Panov,Centre-Forward,45,-,Zenit S-Pb,Premier Liga,Saint-Étienne,Ligue 1,£4.23m,https://www.transfermarkt.co.uk/zenit-st-petersburg/startseite/verein/964/saison_id/2000
98,2000,Alessandro Pistone,Left-Back,45,-,Newcastle,Premier League,Everton,Premier League,£4.05m,https://www.transfermarkt.co.uk/newcastle-united/startseite/verein/762/saison_id/2000
99,2000,Bernard Diomède,Left Winger,46,-,AJ Auxerre,Ligue 1,Liverpool,Premier League,£4.05m,https://www.transfermarkt.co.uk/aj-auxerre/startseite/verein/290/saison_id/2000
100,2000,Kennet Andersson,Centre-Forward,53,-,Bologna,Serie A,Fenerbahce,Süper Lig,£4.05m,https://www.transfermarkt.co.uk/fc-bologna/startseite/verein/1025/saison_id/2000
101,2000,Richard Dunne,Centre-Back,41,-,Everton,Premier League,Man City,Premier League,£4.05m,https://www.transfermarkt.co.uk/premier-league/transfers/wettbewerb/GB1/saison_id/2000
102,2000,Joseph-Désiré Job,Centre-Forward,42,-,Lens,Ligue 1,Middlesbrough,Premier League,£4.05m,https://www.transfermarkt.co.uk/fc-middlesbrough/startseite/verein/641/saison_id/2000
103,2000,David Johnson,Left Winger,44,-,Ipswich,Premier League,Nottm Forest,First Division,£4.05m,https://www.transfermarkt.co.uk/nottingham-forest/startseite/verein/703/saison_id/2000
104,2000,David Thompson,Right Midfield,43,-,Liverpool,Premier League,Coventry,Premier League,£4.05m,https://www.transfermarkt.co.uk/coventry-city/startseite/verein/990/saison_id/2000
105,2000,Gary Rowett,Right-Back,46,-,Birmingham,First Division,Leicester,Premier League,£4.05m,https://www.transfermarkt.co.uk/leicester-city/startseite/verein/1003/saison_id/2000
106,2000,Sergio Ballesteros,Centre-Back,45,-,Rayo Vallecano,LaLiga,Villarreal,LaLiga,£3.78m,https://www.transfermarkt.co.uk/ac-florenz/startseite/verein/430/saison_id/2000
107,2000,Jörg Heinrich,Left-Back,50,-,Fiorentina,Serie A,Bor. Dortmund,Bundesliga,£3.69m,https://www.transfermarkt.co.uk/atletico-madrid/startseite/verein/13/saison_id/2000
108,2000,José Francisco Molina,Goalkeeper,50,-,Atlético Madrid,2ª División,Dep. La Coruña,LaLiga,£3.69m,https://www.transfermarkt.co.uk/nacional-montevideo/startseite/verein/866/saison_id/2000
109,2000,Pascal Nouma,Centre-Forward,48,-,Lens,Ligue 1,Besiktas,Süper Lig,£3.60m,https://www.transfermarkt.co.uk/pascal-nouma/profil/spieler/5333
110,2000,Richard Dutruel,Goalkeeper,47,-,Celta de Vigo,LaLiga,FC Barcelona,LaLiga,£3.60m,https://www.transfermarkt.co.uk/richard-dutruel/profil/spieler/6723
111,2000,Craig Hignett,Right Winger,50,-,Barnsley FC,First Division,Blackburn,First Division,£3.60m,https://www.transfermarkt.co.uk/craig-hignett/profil/spieler/3787
112,2000,Adrian Mutu,Centre-Forward,41,-,Inter,Serie A,Hellas Verona,Serie A,£3.60m,https://www.transfermarkt.co.uk/adrian-mutu/profil/spieler/5879
113,2000,Darren Huckerby,Right Winger,44,-,Leeds,Premier League,Man City,Premier League,£3.60m,https://www.transfermarkt.co.uk/darren-huckerby/profil/spieler/3136
114,2000,Fernando Meira,Centre-Back,42,-,Vit. Guimarães,Liga NOS,Benfica,Liga NOS,£3.60m,https://www.transfermarkt.co.uk/fernando-meira/profil/spieler/1432
115,2000,Charles Amoah,Centre-Forward,45,-,FC St. Gallen,Nationalliga A,Sturm Graz,Bundesliga,£3.54m,https://www.transfermarkt.co.uk/charles-amoah/profil/spieler/3068
116,2000,Niclas Alexandersson,Right Midfield,48,-,Sheff Wed,First Division,Everton,Premier League,£3.42m,https://www.transfermarkt.co.uk/niclas-alexandersson/profil/spieler/3265
117,2000,Steve Watson,Right Midfield,46,-,Aston Villa,Premier League,Everton,Premier League,£3.38m,https://www.transfermarkt.co.uk/steve-watson/profil/spieler/3309
118,2000,Alf-Inge Haaland,Defensive Midfield,47,-,Leeds,Premier League,Man City,Premier League,£3.38m,https://www.transfermarkt.co.uk/alf-inge-haaland/profil/spieler/107179
119,2000,Don Hutchison,Attacking Midfield,49,-,Everton,Premier League,Sunderland,Premier League,£3.38m,https://www.transfermarkt.co.uk/don-hutchison/profil/spieler/3880
120,2000,Lee Carsley,Defensive Midfield,46,-,Blackburn,First Division,Coventry,Premier League,£3.38m,https://www.transfermarkt.co.uk/blackburn-rovers/startseite/verein/164/saison_id/2000
121,2000,David Hopkin,Right Midfield,50,-,Leeds,Premier League,Bradford,Premier League,£3.38m,https://www.transfermarkt.co.uk/leeds-united/startseite/verein/399/saison_id/2000
122,2000,Antoine Sibierski,Attacking Midfield,46,-,FC Nantes,Ligue 1,Lens,Ligue 1,£3.24m,https://www.transfermarkt.co.uk/fc-nantes/startseite/verein/995/saison_id/2000
123,2000,Thomas Gravesen,Defensive Midfield,44,-,Hamburger SV,Bundesliga,Everton,Premier League,£3.15m,https://www.transfermarkt.co.uk/hamburger-sv/startseite/verein/41/saison_id/2000
124,2000,Stephen Hughes,Defensive Midfield,44,-,Arsenal,Premier League,Everton,Premier League,£3.15m,https://www.transfermarkt.co.uk/fc-arsenal/startseite/verein/11/saison_id/2000
125,2000,Marc Wilmots,Attacking Midfield,51,-,FC Schalke 04,Bundesliga,G. Bordeaux,Ligue 1,£3.15m,https://www.transfermarkt.co.uk/fc-schalke-04/startseite/verein/33/saison_id/2000
126,2000,Santiago Solari,Left Midfield,44,-,Atlético Madrid,2ª División,Real Madrid,LaLiga,£3.15m,https://www.transfermarkt.co.uk/atletico-madrid/startseite/verein/13/saison_id/2000
127,2000,Didier Deschamps,Defensive Midfield,51,-,Chelsea,Premier League,Valencia,LaLiga,£3.15m,https://www.transfermarkt.co.uk/fc-chelsea/startseite/verein/631/saison_id/2000
128,2000,Vasilios Tsiartas,Attacking Midfield,47,-,Sevilla FC,2ª División,AEK Athens,A' Ethniki,£3.15m,https://www.transfermarkt.co.uk/fc-sevilla/startseite/verein/368/saison_id/2000
129,2000,Alen Boksic,Centre-Forward,50,-,Lazio,Serie A,Middlesbrough,Premier League,£3.11m,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398/saison_id/2000
130,2000,Geoff Horsfield,Centre-Forward,46,-,Fulham,First Division,Birmingham,First Division,£3.04m,https://www.transfermarkt.co.uk/fc-fulham/startseite/verein/931/saison_id/2000
131,2000,Titi Camara,Centre-Forward,47,-,Liverpool,Premier League,West Ham,Premier League,£2.97m,https://www.transfermarkt.co.uk/fc-liverpool/startseite/verein/31/saison_id/2000
132,2000,Vratislav Lokvenc,Centre-Forward,47,-,Sparta Praha,Fortuna Liga,1.FC K'lautern,Bundesliga,£2.84m,https://www.transfermarkt.co.uk/ac-sparta-prag/startseite/verein/197/saison_id/2000
133,2000,Marcus Bent,Centre-Forward,42,-,Sheff Utd,First Division,Blackburn,First Division,£2.84m,https://www.transfermarkt.co.uk/marcus-bent/profil/spieler/9958
134,2000,Louis Saha,Centre-Forward,42,-,FC Metz,Ligue 1,Fulham,First Division,£2.84m,https://www.transfermarkt.co.uk/louis-saha/profil/spieler/4015
135,2000,Danny Higginbotham,Centre-Back,41,-,Man Utd,Premier League,Derby,Premier League,£2.70m,https://www.transfermarkt.co.uk/danny-higginbotham/profil/spieler/3686
136,2000,Bjørn Otto Bragstad,Centre-Back,49,-,Rosenborg,Tippeligaen,Derby,Premier League,£2.70m,https://www.transfermarkt.co.uk/bjorn-otto-bragstad/profil/spieler/3834
137,2000,Aleksey Smertin,Defensive Midfield,45,-,Loko Moscow,Premier Liga,G. Bordeaux,Ligue 1,£2.70m,https://www.transfermarkt.co.uk/aleksey-smertin/profil/spieler/5379
138,2000,Ümit Bozkurt,Sweeper,44,-,Denizlispor,Süper Lig,Besiktas,Süper Lig,£2.70m,https://www.transfermarkt.co.uk/tekden-denizlispor/startseite/verein/833/saison_id/2000
139,2000,Christian Panucci,Right-Back,47,-,Inter,Serie A,Monaco,Ligue 1,Loan fee:,https://www.transfermarkt.co.uk/serie-a/transfers/wettbewerb/IT1/saison_id/2000
140,2000,Shaun Bartlett,Centre-Forward,47,-,FC Zürich,Nationalliga A,Charlton,Premier League,£2.70m,https://www.transfermarkt.co.uk/raiffeisen-super-league/transfers/wettbewerb/C1/saison_id/2000
141,2000,Oktay Derelioglu,Centre-Forward,44,-,Siirt Jetpa,Süper Lig,UD Las Palmas,LaLiga,£2.70m,https://www.transfermarkt.co.uk/super-lig/transfers/wettbewerb/TR1/saison_id/2000
142,2000,Noel Whelan,Centre-Forward,45,-,Coventry,Premier League,Middlesbrough,Premier League,£2.70m,https://www.transfermarkt.co.uk/premier-league/transfers/wettbewerb/GB1/saison_id/2000
143,2000,Dmitri Alenichev,Central Midfield,47,-,AS Roma,Serie A,FC Porto,Liga NOS,£2.70m,https://www.transfermarkt.co.uk/serie-a/transfers/wettbewerb/IT1/saison_id/2000
