,year,player_name,position,age,transfermarkt_val,team_left,league_left,joined_team,joined_league,fee,url
11,2019,Ionut Radu,Goalkeeper,23,£13.50m,Inter,Serie A,Genoa,Serie A,Loan,https://www.transfermarkt.co.uk/ionut-radu/profil/spieler/303657
12,2019,Ionut Radu,Goalkeeper,23,£13.50m,Inter,Serie A,Parma,Serie A,Loan,https://www.transfermarkt.co.uk/ionut-radu/profil/spieler/303657
13,2019,Sergio Rico,Goalkeeper,27,£10.80m,Sevilla FC,LaLiga,Paris SG,Ligue 1,Loan,https://www.transfermarkt.co.uk/sergio-rico/profil/spieler/207302
14,2019,Kevin Trapp,Goalkeeper,30,£9.00m,Paris SG,Ligue 1,E. Frankfurt,Bundesliga,£6.30m,https://www.transfermarkt.co.uk/kevin-trapp/profil/spieler/45672
15,2019,Gero Rulli,Goalkeeper,28,£9.00m,Real Sociedad,LaLiga,Montpellier,Ligue 1,Loan fee:,https://www.transfermarkt.co.uk/gero-rulli/profil/spieler/229604
16,2019,Mattia Perin,Goalkeeper,27,£9.00m,Juventus,Serie A,Genoa,Serie A,Loan,https://www.transfermarkt.co.uk/mattia-perin/profil/spieler/110923
17,2019,Edouard Mendy,Goalkeeper,28,£8.10m,Stade Reims,Ligue 1,Stade Rennais,Ligue 1,£6.84m,https://www.transfermarkt.co.uk/edouard-mendy/profil/spieler/442531
18,2019,Tom Heaton,Goalkeeper,34,£2.70m,Burnley,Premier League,Aston Villa,Premier League,£7.92m,https://www.transfermarkt.co.uk/tom-heaton/profil/spieler/34130
19,2019,Simon Mignolet,Goalkeeper,32,£7.20m,Liverpool,Premier League,Club Brugge,Jupiler Pro League,£6.30m,https://www.transfermarkt.co.uk/simon-mignolet/profil/spieler/50219
20,2019,Fraser Forster,Goalkeeper,32,£7.20m,Southampton,Premier League,Celtic,Premiership,Loan,https://www.transfermarkt.co.uk/fraser-forster/profil/spieler/52570
21,2019,Jeroen Zoet,Goalkeeper,29,£7.20m,PSV Eindhoven,Eredivisie,FC Utrecht,Eredivisie,Loan,https://www.transfermarkt.co.uk/jeroen-zoet/profil/spieler/79045
22,2019,Agustín Marchesín,Goalkeeper,32,£4.05m,América,Liga MX Clausura,FC Porto,Liga NOS,£6.93m,https://www.transfermarkt.co.uk/agustin-marchesin/profil/spieler/54534
23,2019,Tomas Koubek,Goalkeeper,28,£5.40m,Stade Rennais,Ligue 1,FC Augsburg,Bundesliga,£6.75m,https://www.transfermarkt.co.uk/tomas-koubek/profil/spieler/146714
24,2019,Robin Olsen,Goalkeeper,30,£6.75m,AS Roma,Serie A,Cagliari Calcio,Serie A,Loan,https://www.transfermarkt.co.uk/robin-olsen/profil/spieler/75458
25,2019,Harry Maguire,Centre-Back,27,£45.00m,Leicester,Premier League,Man Utd,Premier League,£78.30m,https://www.transfermarkt.co.uk/harry-maguire/profil/spieler/177907
26,2019,Matthijs de Ligt,Centre-Back,21,£67.50m,Ajax,Eredivisie,Juventus,Serie A,£76.95m,https://www.transfermarkt.co.uk/matthijs-de-ligt/profil/spieler/326031
27,2019,Lucas Hernández,Left-Back,24,£63.00m,Atlético Madrid,LaLiga,Bayern Munich ,Bundesliga,£72.00m,https://www.transfermarkt.co.uk/lucas-hernandez/profil/spieler/281963
28,2019,João Cancelo,Right-Back,26,£49.50m,Juventus,Serie A,Man City,Premier League,£58.50m,https://www.transfermarkt.co.uk/joao-cancelo/profil/spieler/182712
29,2019,Aaron Wan-Bissaka,Right-Back,22,£31.50m,Crystal Palace,Premier League,Man Utd,Premier League,£49.50m,https://www.transfermarkt.co.uk/aaron-wan-bissaka/profil/spieler/477758
30,2019,Éder Militão,Centre-Back,22,£45.00m,FC Porto,Liga NOS,Real Madrid,LaLiga,£45.00m,https://www.transfermarkt.co.uk/eder-militao/profil/spieler/401530
31,2019,Ferland Mendy,Left-Back,25,£27.00m,Olympique Lyon,Ligue 1,Real Madrid,LaLiga,£43.20m,https://www.transfermarkt.co.uk/ferland-mendy/profil/spieler/291417
32,2019,Konstantinos Manolas,Centre-Back,29,£40.50m,AS Roma,Serie A,SSC Napoli,Serie A,£32.40m,https://www.transfermarkt.co.uk/konstantinos-manolas/profil/spieler/104752
33,2019,Danilo,Right-Back,29,£18.00m,Man City,Premier League,Juventus,Serie A,£33.30m,https://www.transfermarkt.co.uk/danilo/profil/spieler/145707
34,2019,Benjamin Pavard,Right-Back,24,£27.00m,VfB Stuttgart,2. Bundesliga,Bayern Munich ,Bundesliga,£31.50m,https://www.transfermarkt.co.uk/benjamin-pavard/profil/spieler/353366
35,2019,Abdou Diallo,Centre-Back,24,£31.50m,Bor. Dortmund,Bundesliga,Paris SG,Ligue 1,£28.80m,https://www.transfermarkt.co.uk/abdou-diallo/profil/spieler/229005
36,2019,Mats Hummels,Centre-Back,31,£31.50m,Bayern Munich ,Bundesliga,Bor. Dortmund,Bundesliga,£27.45m,https://www.transfermarkt.co.uk/mats-hummels/profil/spieler/39728
37,2019,Ryan Sessegnon,Left-Back,20,£31.50m,Fulham,Championship,Spurs,Premier League,£24.30m,https://www.transfermarkt.co.uk/ryan-sessegnon/profil/spieler/392775
38,2019,Kieran Trippier,Right-Back,30,£31.50m,Spurs,Premier League,Atlético Madrid,LaLiga,£19.80m,https://www.transfermarkt.co.uk/kieran-trippier/profil/spieler/95810
39,2019,William Saliba,Centre-Back,19,£10.80m,Saint-Étienne,Ligue 1,Arsenal,Premier League,£27.00m,https://www.transfermarkt.co.uk/william-saliba/profil/spieler/495666
40,2019,Leonardo Spinazzola,Left-Back,27,£13.50m,Juventus,Serie A,AS Roma,Serie A,£26.55m,https://www.transfermarkt.co.uk/leonardo-spinazzola/profil/spieler/118689
41,2019,Kieran Tierney,Left-Back,23,£11.25m,Celtic,Premiership,Arsenal,Premier League,£24.30m,https://www.transfermarkt.co.uk/kieran-tierney/profil/spieler/300716
42,2019,Cristian Romero,Centre-Back,22,£13.50m,Genoa,Serie A,Juventus,Serie A,£23.40m,https://www.transfermarkt.co.uk/cristian-romero/profil/spieler/355915
43,2019,Nico Schulz,Left-Back,27,£22.50m,TSG Hoffenheim,Bundesliga,Bor. Dortmund,Bundesliga,£22.95m,https://www.transfermarkt.co.uk/nico-schulz/profil/spieler/85867
44,2019,Mario Hermoso,Centre-Back,25,£22.50m,Espanyol,LaLiga,Atlético Madrid,LaLiga,£22.50m,https://www.transfermarkt.co.uk/mario-hermoso/profil/spieler/281769
45,2019,Jules Koundé,Centre-Back,21,£13.50m,G. Bordeaux,Ligue 1,Sevilla FC,LaLiga,£22.50m,https://www.transfermarkt.co.uk/jules-kounde/profil/spieler/411975
46,2019,Joachim Andersen,Centre-Back,24,£22.50m,Sampdoria,Serie A,Olympique Lyon,Ligue 1,£21.60m,https://www.transfermarkt.co.uk/joachim-andersen/profil/spieler/260827
47,2019,Júnior Firpo,Left-Back,24,£22.50m,Real Betis,LaLiga,FC Barcelona,LaLiga,£16.20m,https://www.transfermarkt.co.uk/junior-firpo/profil/spieler/374139
48,2019,Tyrone Mings,Centre-Back,27,£4.50m,Bournemouth,Premier League,Aston Villa,Premier League,£20.07m,https://www.transfermarkt.co.uk/tyrone-mings/profil/spieler/253677
49,2019,Adam Webster,Centre-Back,25,£8.10m,Bristol City,Championship,Brighton,Premier League,£20.00m,https://www.transfermarkt.co.uk/adam-webster/profil/spieler/212847
50,2019,Christian Eriksen,Attacking Midfield,28,£81.00m,Spurs,Premier League,Inter,Serie A,£24.30m,https://www.transfermarkt.co.uk/christian-eriksen/profil/spieler/69633
51,2019,Philippe Coutinho,Attacking Midfield,28,£81.00m,FC Barcelona,LaLiga,Bayern Munich ,Bundesliga,Loan fee:,https://www.transfermarkt.co.uk/philippe-coutinho/profil/spieler/80444
52,2019,Frenkie de Jong,Central Midfield,23,£76.50m,Ajax,Eredivisie,FC Barcelona,LaLiga,£77.40m,https://www.transfermarkt.co.uk/frenkie-de-jong/profil/spieler/326330
53,2019,Rodri,Defensive Midfield,24,£72.00m,Atlético Madrid,LaLiga,Man City,Premier League,£63.00m,https://www.transfermarkt.co.uk/rodri/profil/spieler/357565
54,2019,Tanguy Ndombélé,Central Midfield,23,£58.50m,Olympique Lyon,Ligue 1,Spurs,Premier League,£54.00m,https://www.transfermarkt.co.uk/tanguy-ndombele/profil/spieler/450936
55,2019,Bruno Fernandes,Attacking Midfield,26,£54.00m,Sporting CP,Liga NOS,Man Utd,Premier League,£49.50m,https://www.transfermarkt.co.uk/bruno-fernandes/profil/spieler/240306
56,2019,Nabil Fekir,Attacking Midfield,27,£54.00m,Olympique Lyon,Ligue 1,Real Betis,LaLiga,£17.78m,https://www.transfermarkt.co.uk/nabil-fekir/profil/spieler/203496
57,2019,Julian Brandt,Central Midfield,24,£45.00m,Bay. Leverkusen,Bundesliga,Bor. Dortmund,Bundesliga,£22.50m,https://www.transfermarkt.co.uk/julian-brandt/profil/spieler/187492
58,2019,Giovani Lo Celso,Central Midfield,24,£45.00m,Paris SG,Ligue 1,Real Betis,LaLiga,£19.80m,https://www.transfermarkt.co.uk/giovani-lo-celso/profil/spieler/348795
59,2019,Giovani Lo Celso,Central Midfield,24,£45.00m,Real Betis,LaLiga,Spurs,Premier League,Loan fee:,https://www.transfermarkt.co.uk/giovani-lo-celso/profil/spieler/348795
60,2019,Mateo Kovacic,Central Midfield,26,£31.50m,Real Madrid,LaLiga,Chelsea,Premier League,£40.50m,https://www.transfermarkt.co.uk/mateo-kovacic/profil/spieler/51471
61,2019,Youri Tielemans,Central Midfield,23,£34.20m,Monaco,Ligue 1,Leicester,Premier League,£40.50m,https://www.transfermarkt.co.uk/youri-tielemans/profil/spieler/249565
62,2019,Aaron Ramsey,Central Midfield,29,£36.00m,Arsenal,Premier League,Juventus,Serie A,Free transfer,https://www.transfermarkt.co.uk/aaron-ramsey/profil/spieler/50057
63,2019,Nicolò Barella,Central Midfield,23,£32.40m,Cagliari Calcio,Serie A,Inter,Serie A,Loan fee:,https://www.transfermarkt.co.uk/nicolo-barella/profil/spieler/255942
64,2019,Dani Olmo,Attacking Midfield,22,£31.50m,Dinamo Zagreb,1.HNL,RB Leipzig,Bundesliga,£18.90m,https://www.transfermarkt.co.uk/dani-olmo/profil/spieler/293385
65,2019,Tiemoué Bakayoko,Defensive Midfield,26,£31.50m,Chelsea,Premier League,Monaco,Ligue 1,Loan fee:,https://www.transfermarkt.co.uk/tiemoue-bakayoko/profil/spieler/182618
66,2019,Adrien Rabiot,Central Midfield,25,£31.50m,Paris SG,Ligue 1,Juventus,Serie A,Free transfer,https://www.transfermarkt.co.uk/adrien-rabiot/profil/spieler/182913
67,2019,Franck Kessié,Central Midfield,23,£29.70m,Atalanta,Serie A,AC Milan,Serie A,£21.60m,https://www.transfermarkt.co.uk/franck-kessie/profil/spieler/294808
68,2019,Kerem Demirbay,Central Midfield,27,£28.80m,TSG Hoffenheim,Bundesliga,Bay. Leverkusen,Bundesliga,£28.80m,https://www.transfermarkt.co.uk/kerem-demirbay/profil/spieler/125858
69,2019,Marcos Llorente,Attacking Midfield,25,£18.00m,Real Madrid,LaLiga,Atlético Madrid,LaLiga,£27.00m,https://www.transfermarkt.co.uk/marcos-llorente/profil/spieler/282411
70,2019,Idrissa Gueye,Defensive Midfield,31,£22.50m,Everton,Premier League,Paris SG,Ligue 1,£27.00m,https://www.transfermarkt.co.uk/idrissa-gueye/profil/spieler/126665
71,2019,Reinier,Attacking Midfield,18,£22.50m,Flamengo,Série A,Real Madrid,LaLiga,£27.00m,https://www.transfermarkt.co.uk/reinier/profil/spieler/627226
72,2019,Emre Can,Defensive Midfield,26,£27.00m,Juventus,Serie A,Bor. Dortmund,Bundesliga,Loan fee:,https://www.transfermarkt.co.uk/emre-can/profil/spieler/119296
73,2019,Dani Ceballos,Central Midfield,24,£27.00m,Real Madrid,LaLiga,Arsenal,Premier League,Loan,https://www.transfermarkt.co.uk/dani-ceballos/profil/spieler/319745
74,2019,Pablo Fornals,Attacking Midfield,24,£22.50m,Villarreal,LaLiga,West Ham,Premier League,£25.20m,https://www.transfermarkt.co.uk/pablo-fornals/profil/spieler/357885
75,2019,Eden Hazard,Left Winger,29,£135.00m,Chelsea,Premier League,Real Madrid,LaLiga,£103.50m,https://www.transfermarkt.co.uk/eden-hazard/profil/spieler/50202
76,2019,Antoine Griezmann,Centre-Forward,29,£117.00m,Atlético Madrid,LaLiga,FC Barcelona,LaLiga,£108.00m,https://www.transfermarkt.co.uk/antoine-griezmann/profil/spieler/125781
77,2019,João Félix,Second Striker,20,£63.00m,Benfica,Liga NOS,Atlético Madrid,LaLiga,£113.40m,https://www.transfermarkt.co.uk/joao-felix/profil/spieler/462250
78,2019,Nicolas Pépé,Right Winger,25,£58.50m,LOSC Lille,Ligue 1,Arsenal,Premier League,£72.00m,https://www.transfermarkt.co.uk/nicolas-pepe/profil/spieler/343052
79,2019,Mauro Icardi,Centre-Forward,27,£72.00m,Inter,Serie A,Paris SG,Ligue 1,Loan,https://www.transfermarkt.co.uk/mauro-icardi/profil/spieler/68863
80,2019,Romelu Lukaku,Centre-Forward,27,£67.50m,Man Utd,Premier League,Inter,Serie A,£66.60m,https://www.transfermarkt.co.uk/romelu-lukaku/profil/spieler/96341
81,2019,Luka Jovic,Centre-Forward,22,£54.00m,E. Frankfurt,Bundesliga,Real Madrid,LaLiga,£54.00m,https://www.transfermarkt.co.uk/luka-jovic/profil/spieler/257462
82,2019,Luka Jovic,Centre-Forward,22,£54.00m,Benfica,Liga NOS,E. Frankfurt,Bundesliga,£20.25m,https://www.transfermarkt.co.uk/luka-jovic/profil/spieler/257462
83,2019,Sébastien Haller,Centre-Forward,26,£36.00m,E. Frankfurt,Bundesliga,West Ham,Premier League,£45.00m,https://www.transfermarkt.co.uk/sebastien-haller/profil/spieler/181375
84,2019,Rodrygo,Right Winger,19,£36.00m,Santos FC,Série A,Real Madrid,LaLiga,£40.50m,https://www.transfermarkt.co.uk/rodrygo/profil/spieler/412363
85,2019,Erling Haaland,Centre-Forward,20,£40.50m,RB Salzburg,Bundesliga,Bor. Dortmund,Bundesliga,£18.00m,https://www.transfermarkt.co.uk/erling-haaland/profil/spieler/418560
86,2019,Duván Zapata,Centre-Forward,29,£40.50m,Sampdoria,Serie A,Atalanta,Serie A,£10.80m,https://www.transfermarkt.co.uk/duvan-zapata/profil/spieler/73794
87,2019,Joelinton,Centre-Forward,24,£31.50m,TSG Hoffenheim,Bundesliga,Newcastle,Premier League,£39.60m,https://www.transfermarkt.co.uk/joelinton/profil/spieler/333241
88,2019,Paco Alcácer,Centre-Forward,27,£37.80m,Bor. Dortmund,Bundesliga,Villarreal,LaLiga,£20.70m,https://www.transfermarkt.co.uk/paco-alcacer/profil/spieler/126716
89,2019,Wissam Ben Yedder,Centre-Forward,30,£36.00m,Sevilla FC,LaLiga,Monaco,Ligue 1,£36.00m,https://www.transfermarkt.co.uk/wissam-ben-yedder/profil/spieler/146854
90,2019,Malcom,Right Winger,23,£36.00m,FC Barcelona,LaLiga,Zenit S-Pb,Premier Liga,£36.00m,https://www.transfermarkt.co.uk/malcom/profil/spieler/323704
91,2019,Hirving Lozano,Left Winger,25,£36.00m,PSV Eindhoven,Eredivisie,SSC Napoli,Serie A,£34.20m,https://www.transfermarkt.co.uk/hirving-lozano/profil/spieler/316889
92,2019,Moise Kean,Centre-Forward,20,£36.00m,Juventus,Serie A,Everton,Premier League,£24.75m,https://www.transfermarkt.co.uk/moise-kean/profil/spieler/364135
93,2019,Pablo Sarabia,Right Winger,28,£36.00m,Sevilla FC,LaLiga,Paris SG,Ligue 1,£16.20m,https://www.transfermarkt.co.uk/pablo-sarabia/profil/spieler/74230
94,2019,Maxi Gómez,Centre-Forward,24,£36.00m,Celta de Vigo,LaLiga,Valencia,LaLiga,£13.05m,https://www.transfermarkt.co.uk/maxi-gomez/profil/spieler/396894
95,2019,Ante Rebic,Left Winger,27,£36.00m,E. Frankfurt,Bundesliga,AC Milan,Serie A,Loan,https://www.transfermarkt.co.uk/ante-rebic/profil/spieler/187587
96,2019,Raúl Jiménez,Centre-Forward,29,£31.50m,Benfica,Liga NOS,Wolves,Premier League,£34.20m,https://www.transfermarkt.co.uk/raul-jimenez/profil/spieler/206040
97,2019,Thorgan Hazard,Left Winger,27,£34.20m,Bor. M'gladbach,Bundesliga,Bor. Dortmund,Bundesliga,£22.95m,https://www.transfermarkt.co.uk/thorgan-hazard/profil/spieler/102226
98,2019,Paco Alcácer,Centre-Forward,27,£33.30m,FC Barcelona,LaLiga,Bor. Dortmund,Bundesliga,£18.90m,https://www.transfermarkt.co.uk/paco-alcacer/profil/spieler/126716
99,2019,Dejan Kulusevski,Right Winger,20,£22.50m,Atalanta,Serie A,Juventus,Serie A,£31.50m,https://www.transfermarkt.co.uk/dejan-kulusevski/profil/spieler/431755
100,2019,Alessandro Russo,Goalkeeper,19,-,Genoa,Serie A,Sassuolo,Serie A,£6.30m,https://www.transfermarkt.co.uk/alessandro-russo/profil/spieler/481344
101,2019,Radoslaw Majecki,Goalkeeper,20,£4.50m,Legia Warszawa,Ekstraklasa,Monaco,Ligue 1,£6.30m,https://www.transfermarkt.co.uk/radoslaw-majecki/profil/spieler/346546
102,2019,Asmir Begovic,Goalkeeper,33,£6.30m,Bournemouth,Premier League,Qarabag Agdam,Premyer Liqasi,Loan,https://www.transfermarkt.co.uk/asmir-begovic/profil/spieler/33873
103,2019,Zack Steffen,Goalkeeper,25,£4.50m,Columbus Crew,MLS,Man City,Premier League,£6.14m,https://www.transfermarkt.co.uk/zack-steffen/profil/spieler/221624
104,2019,Gabriel Brazão,Goalkeeper,20,£1.80m,Parma,Serie A,Inter,Serie A,£5.40m,https://www.transfermarkt.co.uk/gabriel-brazao/profil/spieler/371247
105,2019,Léo Jardim,Goalkeeper,25,£900Th.,Rio Ave FC,Liga NOS,LOSC Lille,Ligue 1,£5.40m,https://www.transfermarkt.co.uk/leo-jardim/profil/spieler/288415
106,2019,Gregor Kobel,Goalkeeper,22,£5.40m,TSG Hoffenheim,Bundesliga,VfB Stuttgart,2. Bundesliga,Loan fee:,https://www.transfermarkt.co.uk/gregor-kobel/profil/spieler/257814
107,2019,Sebastián Jurado,Goalkeeper,23,£1.35m,Tiburones Rojos,Liga MX Apertura,CD Cruz Azul,Liga MX Clausura,£4.88m,https://www.transfermarkt.co.uk/sebastian-jurado/profil/spieler/450406
108,2019,Predrag Rajkovic,Goalkeeper,24,£3.15m,M. Tel Aviv,Ligat ha'Al,Stade Reims,Ligue 1,£4.50m,https://www.transfermarkt.co.uk/predrag-rajkovic/profil/spieler/190263
109,2019,Jesse Joronen,Goalkeeper,27,£2.25m,FC Copenhagen,Superligaen Championship round,Brescia,Serie A,£4.50m,https://www.transfermarkt.co.uk/jesse-joronen/profil/spieler/131758
110,2019,Dani Martín,Goalkeeper,22,£540Th.,Sporting Gijón,LaLiga2,Real Betis,LaLiga,£4.50m,https://www.transfermarkt.co.uk/dani-martin/profil/spieler/335221
111,2019,Cleiton,Goalkeeper,23,£720Th.,Atlético-MG,Série A,RB Bragantino,Série A,£4.50m,https://www.transfermarkt.co.uk/cleiton/profil/spieler/468247
112,2019,Ralf Fährmann,Goalkeeper,32,£4.50m,FC Schalke 04,Bundesliga,Norwich,Premier League,Loan fee:,https://www.transfermarkt.co.uk/ralf-fahrmann/profil/spieler/39015
113,2019,Jonas Lössl,Goalkeeper,31,£4.50m,Huddersfield,Championship,Everton,Premier League,Free transfer,https://www.transfermarkt.co.uk/jonas-lossl/profil/spieler/48870
114,2019,Zack Steffen,Goalkeeper,25,£4.50m,Man City,Premier League,F. Düsseldorf,Bundesliga,Loan,https://www.transfermarkt.co.uk/zack-steffen/profil/spieler/221624
115,2019,Illan Meslier,Goalkeeper,20,£4.50m,FC Lorient,Ligue 2,Leeds,Championship,Loan,https://www.transfermarkt.co.uk/illan-meslier/profil/spieler/542586
116,2019,Bono,Goalkeeper,29,£4.50m,Girona,LaLiga2,Sevilla FC,LaLiga,Loan,https://www.transfermarkt.co.uk/bono/profil/spieler/207834
117,2019,Asmir Begovic,Goalkeeper,33,£4.50m,Bournemouth,Premier League,AC Milan,Serie A,Loan,https://www.transfermarkt.co.uk/asmir-begovic/profil/spieler/33873
118,2019,Radoslaw Majecki,Goalkeeper,20,£4.50m,Monaco,Ligue 1,Legia Warszawa,Ekstraklasa,Loan,https://www.transfermarkt.co.uk/radoslaw-majecki/profil/spieler/346546
119,2019,Darren Randolph,Goalkeeper,33,£4.05m,Middlesbrough,Championship,West Ham,Premier League,£4.23m,https://www.transfermarkt.co.uk/darren-randolph/profil/spieler/51321
120,2019,Tiago Volpi,Goalkeeper,29,£2.70m,Querétaro FC,Liga MX Clausura,São Paulo,Série A,£4.05m,https://www.transfermarkt.co.uk/tiago-volpi/profil/spieler/227671
121,2019,Ron-Robert Zieler,Goalkeeper,31,£4.05m,VfB Stuttgart,2. Bundesliga,Hannover 96,2. Bundesliga,£675Th.,https://www.transfermarkt.co.uk/ron-robert-zieler/profil/spieler/21327
122,2019,David Ospina,Goalkeeper,32,£3.60m,Arsenal,Premier League,SSC Napoli,Serie A,£3.15m,https://www.transfermarkt.co.uk/david-ospina/profil/spieler/73396
123,2019,Brice Samba,Goalkeeper,26,£3.60m,SM Caen,Ligue 2,Nottm Forest,Championship,£1.89m,https://www.transfermarkt.co.uk/brice-samba/profil/spieler/191056
124,2019,Fabri,Goalkeeper,32,£3.60m,Fulham,Championship,RCD Mallorca,LaLiga,Loan,https://www.transfermarkt.co.uk/fabri/profil/spieler/45882
125,2019,Luca Pellegrini,Left-Back,21,£4.50m,AS Roma,Serie A,Juventus,Serie A,£19.80m,https://www.transfermarkt.co.uk/luca-pellegrini/profil/spieler/346567
126,2019,Gianluca Mancini,Centre-Back,24,£19.80m,Atalanta,Serie A,AS Roma,Serie A,Loan fee:,https://www.transfermarkt.co.uk/gianluca-mancini/profil/spieler/256448
127,2019,Alfonso Pedraza,Left-Back,24,£19.80m,Villarreal,LaLiga,Real Betis,LaLiga,Loan,https://www.transfermarkt.co.uk/alfonso-pedraza/profil/spieler/356197
128,2019,Theo Hernández,Left-Back,23,£13.50m,Real Madrid,LaLiga,AC Milan,Serie A,£18.00m,https://www.transfermarkt.co.uk/theo-hernandez/profil/spieler/339808
129,2019,Felipe,Centre-Back,31,£18.00m,FC Porto,Liga NOS,Atlético Madrid,LaLiga,£18.00m,https://www.transfermarkt.co.uk/felipe/profil/spieler/156501
130,2019,Renan Lodi,Left-Back,22,£3.60m,Athletico-PR,Série A,Atlético Madrid,LaLiga,£18.00m,https://www.transfermarkt.co.uk/renan-lodi/profil/spieler/476352
131,2019,David Luiz,Centre-Back,33,£18.00m,Chelsea,Premier League,Arsenal,Premier League,£7.83m,https://www.transfermarkt.co.uk/david-luiz/profil/spieler/46741
132,2019,Aarón Martín,Left-Back,23,£18.00m,Espanyol,LaLiga,1.FSV Mainz 05,Bundesliga,£5.40m,https://www.transfermarkt.co.uk/aaron-martin/profil/spieler/251878
133,2019,Chris Smalling,Centre-Back,30,£18.00m,Man Utd,Premier League,AS Roma,Serie A,Loan fee:,https://www.transfermarkt.co.uk/chris-smalling/profil/spieler/103427
134,2019,Danny Rose,Left-Back,30,£18.00m,Spurs,Premier League,Newcastle,Premier League,Loan fee:,https://www.transfermarkt.co.uk/danny-rose/profil/spieler/50174
135,2019,Álvaro Odriozola,Right-Back,24,£18.00m,Real Madrid,LaLiga,Bayern Munich ,Bundesliga,Loan,https://www.transfermarkt.co.uk/alvaro-odriozola/profil/spieler/280730
136,2019,Diego Godín,Centre-Back,34,£18.00m,Atlético Madrid,LaLiga,Inter,Serie A,Free transfer,https://www.transfermarkt.co.uk/diego-godin/profil/spieler/54928
137,2019,Alessandro Florenzi,Right-Back,29,£18.00m,AS Roma,Serie A,Valencia,LaLiga,Loan,https://www.transfermarkt.co.uk/alessandro-florenzi/profil/spieler/130365
138,2019,Edmond Tapsoba,Centre-Back,21,£4.05m,Vit. Guimarães,Liga NOS,Bay. Leverkusen,Bundesliga,£16.20m,https://www.transfermarkt.co.uk/edmond-tapsoba/profil/spieler/564545
139,2019,Guillermo Maripán,Centre-Back,26,£13.50m,Alavés,LaLiga,Monaco,Ligue 1,£16.20m,https://www.transfermarkt.co.uk/guillermo-maripan/profil/spieler/249730
140,2019,Merih Demiral,Centre-Back,22,£13.50m,Sassuolo,Serie A,Juventus,Serie A,£16.20m,https://www.transfermarkt.co.uk/merih-demiral/profil/spieler/340879
141,2019,Angeliño,Left-Back,23,£14.40m,PSV Eindhoven,Eredivisie,Man City,Premier League,£10.80m,https://www.transfermarkt.co.uk/angelino/profil/spieler/277179
142,2019,Martin Hinteregger,Centre-Back,28,£14.40m,FC Augsburg,Bundesliga,E. Frankfurt,Bundesliga,£8.10m,https://www.transfermarkt.co.uk/martin-hinteregger/profil/spieler/85789
143,2019,Mattia Caldara,Centre-Back,26,£14.40m,AC Milan,Serie A,Atalanta,Serie A,Loan,https://www.transfermarkt.co.uk/mattia-caldara/profil/spieler/197470
144,2019,Angeliño,Left-Back,23,£14.40m,Man City,Premier League,RB Leipzig,Bundesliga,Loan,https://www.transfermarkt.co.uk/angelino/profil/spieler/277179
145,2019,Matt Targett,Left-Back,25,£6.30m,Southampton,Premier League,Aston Villa,Premier League,£13.95m,https://www.transfermarkt.co.uk/matt-targett/profil/spieler/250478
146,2019,Ozan Kabak,Centre-Back,20,£13.50m,VfB Stuttgart,2. Bundesliga,FC Schalke 04,Bundesliga,£13.50m,https://www.transfermarkt.co.uk/ozan-kabak/profil/spieler/361260
