,year,player_name,position,age,transfermarkt_val,team_left,league_left,joined_team,joined_league,fee,url
0,1997,Ronaldo,Centre-Forward,44,-,FC Barcelona,LaLiga,Inter,Serie A,£25.20m,https://www.transfermarkt.co.uk/ronaldo/profil/spieler/3140
1,1997,Rivaldo,Attacking Midfield,48,-,Dep. La Coruña,LaLiga,FC Barcelona,LaLiga,£21.15m,https://www.transfermarkt.co.uk/rivaldo/profil/spieler/3372
2,1997,Sonny Anderson,Centre-Forward,50,-,Monaco,Ligue 1,FC Barcelona,LaLiga,£16.20m,https://www.transfermarkt.co.uk/sonny-anderson/profil/spieler/3500
3,1997,Christian Vieri,Centre-Forward,47,-,Juventus,Serie A,Atlético Madrid,LaLiga,£15.80m,https://www.transfermarkt.co.uk/christian-vieri/profil/spieler/5797
4,1997,Christian Karembeu,Defensive Midfield,49,-,Sampdoria,Serie A,Real Madrid,LaLiga,£11.25m,https://www.transfermarkt.co.uk/uc-sampdoria/startseite/verein/1038/saison_id/1997
5,1997,Ibrahim Bá,Right Midfield,46,-,G. Bordeaux,Ligue 1,Milan,Serie A,£10.80m,https://www.transfermarkt.co.uk/fc-girondins-bordeaux/startseite/verein/40/saison_id/1997
6,1997,Roberto Ríos,Centre-Back,49,-,Real Betis,LaLiga,Athletic,LaLiga,£10.80m,https://www.transfermarkt.co.uk/real-betis-sevilla/startseite/verein/150/saison_id/1997
7,1997,Filippo Inzaghi,Centre-Forward,47,-,Atalanta,Serie A,Juventus,Serie A,£10.69m,https://www.transfermarkt.co.uk/atalanta-bergamo/startseite/verein/800/saison_id/1997
8,1997,Stan Collymore,Centre-Forward,49,-,Liverpool,Premier League,Aston Villa,Premier League,£9.45m,https://www.transfermarkt.co.uk/fc-liverpool/startseite/verein/31/saison_id/1997
9,1997,Graeme Le Saux,Left-Back,51,-,Blackburn,Premier League,Chelsea,Premier League,£9.45m,https://www.transfermarkt.co.uk/blackburn-rovers/startseite/verein/164/saison_id/1997
10,1997,Les Ferdinand,Centre-Forward,53,-,Newcastle,Premier League,Spurs,Premier League,£8.55m,https://www.transfermarkt.co.uk/premier-league/transfers/wettbewerb/GB1/saison_id/1997
11,1997,Leonardo,Attacking Midfield,51,-,Paris SG,Ligue 1,Milan,Serie A,£7.65m,https://www.transfermarkt.co.uk/ligue-1/transfers/wettbewerb/FR1/saison_id/1997
12,1997,Gary Speed,Left Midfield,†42,-,Everton,Premier League,Newcastle,Premier League,£7.43m,https://www.transfermarkt.co.uk/premier-league/transfers/wettbewerb/GB1/saison_id/1997
13,1997,Michael Reiziger,Right-Back,47,-,Milan,Serie A,FC Barcelona,LaLiga,£7.20m,https://www.transfermarkt.co.uk/serie-a/transfers/wettbewerb/IT1/saison_id/1997
14,1997,Edgar Davids,Central Midfield,47,-,Milan,Serie A,Juventus,Serie A,£7.20m,https://www.transfermarkt.co.uk/serie-a/transfers/wettbewerb/IT1/saison_id/1997
15,1997,Domenico Morfeo,Attacking Midfield,44,-,Atalanta,Serie A,Fiorentina,Serie A,£6.93m,https://www.transfermarkt.co.uk/serie-a/transfers/wettbewerb/IT1/saison_id/1997
16,1997,Paulo Sousa,Central Midfield,50,-,Bor. Dortmund,Bundesliga,Inter,Serie A,£6.84m,https://www.transfermarkt.co.uk/inter-mailand/startseite/verein/46/saison_id/1997
17,1997,Marc Overmars,Left Winger,47,-,Ajax,PTT Telecomp.,Arsenal,Premier League,£6.75m,https://www.transfermarkt.co.uk/fc-arsenal/startseite/verein/11/saison_id/1997
18,1997,Ludovic Giuly,Right Winger,44,-,Olympique Lyon,Ligue 1,Monaco,Ligue 1,£6.75m,https://www.transfermarkt.co.uk/as-monaco/startseite/verein/162/saison_id/1997
19,1997,Michael Laudrup,Attacking Midfield,56,-,Vissel Kobe,J1 - 2nd Stage,Ajax,PTT Telecomp.,£6.75m,https://www.transfermarkt.co.uk/ajax-amsterdam/startseite/verein/610/saison_id/1997
20,1997,Domingos Paciência,Centre-Forward,51,-,FC Porto,Liga NOS,CD Tenerife,LaLiga,£6.75m,https://www.transfermarkt.co.uk/cd-teneriffa/startseite/verein/648/saison_id/1997
21,1997,Henning Berg,Right-Back,51,-,Blackburn,Premier League,Man Utd,Premier League,£6.75m,https://www.transfermarkt.co.uk/henning-berg/profil/spieler/3823
22,1997,Florian Maurice,Centre-Forward,46,-,Olympique Lyon,Ligue 1,Paris SG,Ligue 1,£6.30m,https://www.transfermarkt.co.uk/olympique-lyon/startseite/verein/1041/saison_id/1997
23,1997,Giovane Elber,Centre-Forward,48,-,VfB Stuttgart,Bundesliga,Bayern Munich ,Bundesliga,£5.85m,https://www.transfermarkt.co.uk/vfb-stuttgart/startseite/verein/79/saison_id/1997
24,1997,Alessandro Pistone,Left-Back,45,-,Inter,Serie A,Newcastle,Premier League,£5.85m,https://www.transfermarkt.co.uk/inter-mailand/startseite/verein/46/saison_id/1997
25,1997,Paul Ince,Defensive Midfield,52,-,Inter,Serie A,Liverpool,Premier League,£5.67m,https://www.transfermarkt.co.uk/inter-mailand/startseite/verein/46/saison_id/1997
26,1997,Aitor Karanka,Centre-Back,47,-,Athletic,LaLiga,Real Madrid,LaLiga,£5.41m,https://www.transfermarkt.co.uk/athletic-bilbao/startseite/verein/621/saison_id/1997
27,1997,Roy Makaay,Centre-Forward,45,-,Vitesse,PTT Telecomp.,CD Tenerife,LaLiga,£5.40m,https://www.transfermarkt.co.uk/eredivisie/transfers/wettbewerb/NL1/saison_id/1997
28,1997,Zé Elias,Central Midfield,44,-,Bay. Leverkusen,Bundesliga,Inter,Serie A,£5.04m,https://www.transfermarkt.co.uk/1-bundesliga/transfers/wettbewerb/L1/saison_id/1997
29,1997,Christophe Dugarry,Centre-Forward,48,-,FC Barcelona,LaLiga,Marseille,Ligue 1,£4.95m,https://www.transfermarkt.co.uk/primera-division/transfers/wettbewerb/ES1/saison_id/1997
30,1997,Teddy Sheringham,Centre-Forward,54,-,Spurs,Premier League,Man Utd,Premier League,£4.77m,https://www.transfermarkt.co.uk/manchester-united/startseite/verein/985/saison_id/1997
31,1997,Öyvind Leonhardsen,Attacking Midfield,50,-,Wimbledon FC,Premier League,Liverpool,Premier League,£4.73m,https://www.transfermarkt.co.uk/fc-liverpool/startseite/verein/31/saison_id/1997
32,1997,Fabio Pecchia,Right Midfield,47,-,SSC Napoli,Serie A,Juventus,Serie A,£4.65m,https://www.transfermarkt.co.uk/juventus-turin/startseite/verein/506/saison_id/1997
33,1997,Christian Ziege,Left Midfield,48,-,Bayern Munich ,Bundesliga,Milan,Serie A,£4.61m,https://www.transfermarkt.co.uk/ac-mailand/startseite/verein/5/saison_id/1997
34,1997,Jesper Blomqvist,Left Midfield,46,-,Milan,Serie A,AC Parma,Serie A,£4.50m,https://www.transfermarkt.co.uk/serie-a/transfers/wettbewerb/IT1/saison_id/1997
35,1997,Sergen Yalcin,Attacking Midfield,48,-,Besiktas,Süper Lig,Istanbulspor,Süper Lig,£4.50m,https://www.transfermarkt.co.uk/fc-brugge/startseite/verein/2282/saison_id/1997
36,1997,Robert Spehar,Centre-Forward,50,-,Club Brugge,Jupiler Pro League,Monaco,Ligue 1,£4.46m,https://www.transfermarkt.co.uk/crystal-palace/startseite/verein/873/saison_id/1997
37,1997,David Hopkin,Right Midfield,50,-,Crystal Palace,Premier League,Leeds,Premier League,£4.41m,https://www.transfermarkt.co.uk/milton-keynes-dons/startseite/verein/991/saison_id/1997
38,1997,Manuel Canabal,Centre-Forward,45,-,CP Mérida,LaLiga,Real Madrid,LaLiga,£4.33m,https://www.transfermarkt.co.uk/manuel-canabal/profil/spieler/7791
39,1997,Daniel Fonseca,Centre-Forward,51,-,AS Roma,Serie A,Juventus,Serie A,£4.23m,https://www.transfermarkt.co.uk/daniel-fonseca/profil/spieler/151825
40,1997,Bixente Lizarazu,Left-Back,50,-,Athletic,LaLiga,Bayern Munich ,Bundesliga,£4.05m,https://www.transfermarkt.co.uk/bixente-lizarazu/profil/spieler/210
41,1997,Gheorghe Popescu,Centre-Back,52,-,FC Barcelona,LaLiga,Galatasaray,Süper Lig,£4.05m,https://www.transfermarkt.co.uk/gheorghe-popescu/profil/spieler/3129
42,1997,Johan Walem,Left Midfield,48,-,RSC Anderlecht,Jupiler Pro League,Udinese,Serie A,£4.05m,https://www.transfermarkt.co.uk/rsc-anderlecht/startseite/verein/58/saison_id/1997
43,1997,Iván Helguera,Centre-Back,45,-,AS Roma,Serie A,Espanyol,LaLiga,£4.05m,https://www.transfermarkt.co.uk/as-rom/startseite/verein/12/saison_id/1997
44,1997,Andy Hinchcliffe,Left-Back,51,-,Everton,Premier League,Sheff Wed,Premier League,£4.05m,https://www.transfermarkt.co.uk/fc-everton/startseite/verein/29/saison_id/1997
45,1997,Moussa Saïb,Left Midfield,51,-,AJ Auxerre,Ligue 1,Valencia,LaLiga,£3.87m,https://www.transfermarkt.co.uk/aj-auxerre/startseite/verein/290/saison_id/1997
46,1997,Andreas Andersson,Centre-Forward,46,-,Milan,Serie A,Newcastle,Premier League,£3.71m,https://www.transfermarkt.co.uk/ac-mailand/startseite/verein/5/saison_id/1997
47,1997,Mauro Milanese,Left-Back,49,-,AC Parma,Serie A,Inter,Serie A,£3.60m,https://www.transfermarkt.co.uk/serie-a/transfers/wettbewerb/IT1/saison_id/1997
48,1997,Benoît Cauet,Central Midfield,51,-,Paris SG,Ligue 1,Inter,Serie A,£3.60m,https://www.transfermarkt.co.uk/ligue-1/transfers/wettbewerb/FR1/saison_id/1997
49,1997,Christophe Dugarry,Centre-Forward,48,-,Milan,Serie A,FC Barcelona,LaLiga,£3.60m,https://www.transfermarkt.co.uk/serie-a/transfers/wettbewerb/IT1/saison_id/1997
50,1997,Vladimir Jugovic,Left Midfield,51,-,Juventus,Serie A,Lazio,Serie A,£3.60m,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398/saison_id/1997
51,1997,Roberto Mancini,Second Striker,55,-,Sampdoria,Serie A,Lazio,Serie A,£3.60m,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398/saison_id/1997
52,1997,Froylán Ledezma,Centre-Forward,42,-,LD Alajuelense,Primera Div. Apertura,Ajax,PTT Telecomp.,£3.60m,https://www.transfermarkt.co.uk/ajax-amsterdam/startseite/verein/610/saison_id/1997
53,1997,Amedeo Carboni,Left-Back,55,-,AS Roma,Serie A,Valencia,LaLiga,£3.60m,https://www.transfermarkt.co.uk/primera-division/transfers/wettbewerb/ES1/saison_id/1997
54,1997,Jon Dahl Tomasson,Centre-Forward,44,-,Heerenveen,PTT Telecomp.,Newcastle,Premier League,£3.51m,https://www.transfermarkt.co.uk/premier-league/transfers/wettbewerb/GB1/saison_id/1997
55,1997,Valérien Ismaël,Centre-Back,45,-,R. Strasbourg,Ligue 1,Crystal Palace,Premier League,£3.42m,https://www.transfermarkt.co.uk/gilles-grimandi/profil/spieler/15297
56,1997,Gilles Grimandi,Defensive Midfield,49,-,Monaco,Ligue 1,Arsenal,Premier League,£3.38m,https://www.transfermarkt.co.uk/gilles-grimandi/profil/spieler/15297
57,1997,Adrian Ilie,Centre-Forward,46,-,Galatasaray,Süper Lig,Valencia,LaLiga,£3.38m,https://www.transfermarkt.co.uk/adrian-ilie/profil/spieler/9536
58,1997,Emmanuel Petit,Defensive Midfield,50,-,Monaco,Ligue 1,Arsenal,Premier League,£3.38m,https://www.transfermarkt.co.uk/emmanuel-petit/profil/spieler/3166
59,1997,Winston Bogarde,Centre-Back,49,-,Milan,Serie A,FC Barcelona,LaLiga,£3.33m,https://www.transfermarkt.co.uk/ac-mailand/startseite/verein/5/saison_id/1997
60,1997,Ian Pearce,Centre-Back,46,-,Blackburn,Premier League,West Ham,Premier League,£3.24m,https://www.transfermarkt.co.uk/premier-league/transfers/wettbewerb/GB1/saison_id/1997
61,1997,Jonathan Akpoborie,Centre-Forward,51,-,Hansa Rostock,Bundesliga,VfB Stuttgart,Bundesliga,£3.15m,https://www.transfermarkt.co.uk/1-bundesliga/transfers/wettbewerb/L1/saison_id/1997
62,1997,Paulo Sérgio,Left Winger,51,-,Bay. Leverkusen,Bundesliga,AS Roma,Serie A,£3.15m,https://www.transfermarkt.co.uk/1-bundesliga/transfers/wettbewerb/L1/saison_id/1997
63,1997,Celestine Babayaro,Left-Back,42,-,RSC Anderlecht,Jupiler Pro League,Chelsea,Premier League,£3.15m,https://www.transfermarkt.co.uk/fc-chelsea/startseite/verein/631/saison_id/1997
64,1997,Amaral,Defensive Midfield,47,-,AC Parma,Serie A,Benfica,Liga NOS,£3.15m,https://www.transfermarkt.co.uk/benfica-lissabon/startseite/verein/294/saison_id/1997
65,1997,César Gómez,Centre-Back,52,-,CD Tenerife,LaLiga,AS Roma,Serie A,£3.15m,https://www.transfermarkt.co.uk/serie-a/transfers/wettbewerb/IT1/saison_id/1997
66,1997,Robbie Elliott,Left-Back,46,-,Newcastle,Premier League,Bolton,Premier League,£3.13m,https://www.transfermarkt.co.uk/premier-league/transfers/wettbewerb/GB1/saison_id/1997
67,1997,Ed de Goey,Goalkeeper,53,-,Feyenoord,PTT Telecomp.,Chelsea,Premier League,£3.02m,https://www.transfermarkt.co.uk/premier-league/transfers/wettbewerb/GB1/saison_id/1997
68,1997,Ciriaco Sforza,Central Midfield,50,-,Inter,Serie A,1.FC K'lautern,Bundesliga,£2.97m,https://www.transfermarkt.co.uk/1-bundesliga/transfers/wettbewerb/L1/saison_id/1997
69,1997,Viorel Moldovan,Centre-Forward,48,-,Grasshoppers,Nationalliga A,Coventry,Premier League,£2.97m,https://www.transfermarkt.co.uk/premier-league/transfers/wettbewerb/GB1/saison_id/1997
70,1997,Murat Yakin,Centre-Back,46,-,Grasshoppers,Nationalliga A,VfB Stuttgart,Bundesliga,£2.93m,https://www.transfermarkt.co.uk/queens-park-rangers/startseite/verein/1039/saison_id/1997
